"Acetanaerobacterium","Acetitomaculum","Acetivibrio","Achromobacter","Acidaminococcaceae_unclassified","Acidaminococcus","Actinobacteria_unclassified","Actinomyces","Actinomycetaceae_unclassified","Actinomycetales_unclassified","Afipia","Akkermansia","Alcaligenaceae_unclassified","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerosalibacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcobacter","Asaccharobacter","Asteroleplasma","Atopobium","Azomonas","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Bdellovibrionales_unclassified","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobiaceae_unclassified","Brevundimonas","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Catenibacterium","Cellulosibacter","Cellulosilyticum","Cetobacterium","Chloroflexus","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Dermabacter","Dermabacteraceae_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Elusimicrobium","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelotrichaceae_unclassified","Escherichia.Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Garciella","Gemmiger","Gordonibacter","Gracilibacteraceae_unclassified","Granulicatella","Haemophilus","Hallella","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Kerstersia","Klebsiella","Kluyvera","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaerae_unclassified","Lentisphaeria_unclassified","Leptotrichia","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Mesorhizobium","Mitsuokella","Mogibacterium","Mollicutes_unclassified","Moryella","Nitrobacter","Novosphingobium","Odoribacter","Olsenella","Opitutae_unclassified","Oribacterium","Ornithinimicrobium","Oscillibacter","Oxalobacter","Paludibacter","Pannonibacter","Parabacteroides","Paracoccus","Paraprevotella","Parasporobacterium","Parasutterella","Parcubacteria_unclassified","Parvimonas","Pasteurellaceae_unclassified","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudoramibacter","Pyramidobacter","Raoultella","Rhodobacteraceae_unclassified","Rhodospirillaceae_unclassified","Rhodospirillales_unclassified","Rickettsiaceae_unclassified","Rikenella","Rikenellaceae_unclassified","Robinsoniella","Roseburia","Roseomonas","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Saccharofermentans","Sarcina","Schwartzia","Sedimentibacter","Sediminibacterium","Selenomonadales_unclassified","Slackia","Sneathia","Sphingobacterium","Sphingomonas","Sporacetigenium","Sporobacter","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Succinivibrionaceae_unclassified","Sutterella","Synergistaceae_unclassified","Syntrophococcus","Tannerella","Tissierella","Treponema","Turicibacter","Vampirovibrio","Veillonella","Veillonellaceae_unclassified","Victivallis","Xylanibacter"
0,0,0,0,0,0,0,0,0,0,0,0,0,41.65,0,0,0,0,0,0,0,0,0,0,0,18.53,0,0,0,0,0,0,0,0,1.07,2.97,476.44,0,19.11,0,0,0,0,0,41.09,0,0,0,0,0,1.28,4.39,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,5.47,3.47,0,0,0,0.84,0.87,0.84,0,0,11.78,0.49,0,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,0,0,0.43,0,0,0,0,94.53,0,1.41,0,0,2.52,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0.96,0,0,0,0,0,2.59,135.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73,0,0,0,0,10.07,0,0,0,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77,0,0,37.71,13.93,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0,12.85,0,0,0,0,0,0,0,0,0,0,0,6.04,0.61,0.64,0,0,0,0,0,0,2.66,9.22,382.46,17.27,19.86,0,0,0,0,0,17.11,0,0,0,0,0,1.32,4.49,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,10.22,5.23,0.68,3.35,0,4.55,0,0.59,1.34,0,5.33,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,1.23,0,0,0,0,51.8,0,3.17,0,0,9.98,0,0,0,0,0,9.69,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,86.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,3.91,0,0,0,0,41.63,0,0,0,29.03,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0.58,0,185.8,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19,0,0,40.17,1.21,4.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,12.61,36.3,283.73,15.87,0.54,0,0,0,0,0,11.2,0,0,0,0,0,1.58,2.04,0,0,0,1.57,0,0,0,0,0,0,1.43,0.83,0,0,37.21,6.23,0.59,1.41,0,1.3,0,0,0.97,0,2.51,0.61,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,152.43,0,8.42,0,0,2.09,0,0,0,0,0,4.73,0,0,0,0,1.62,0,0,0.28,0,0,0,0,0,1.95,110.45,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,19.13,0,0,0,6.62,0,6.46,0,0,0,0,0.62,0,0,0,1.22,0,0.3,19.82,0,70.9,25.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,76.8,0,0,50.85,16.43,10.17,0,0,0,0,0,0,0,0,0,0,0.28,0.26,0,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0.26,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,139.32,0,0,0,0,0,0,0,0,0,0,0,11.21,0,0.23,0,0,0,0,0,0,4.34,10.36,412.97,0.44,8.52,0,0,0,0,0,31.38,0,0,0,0,0,0.42,5.02,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,23.4,14.24,0,0,0,1.68,1.96,0.76,0,0,8.18,0.29,0,0,0.49,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,1.08,0,0,0,0,101.94,0,4.31,0,0,2.26,0,0,0,0,0,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,129.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,12.03,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,15.2,0,0,26.07,11.31,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.33,45.98,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0.31,0,0,0,0,0,0,4.36,5.52,490.76,0.29,0,0,0,0,0,0,31.06,0,0,0,0,0,1.83,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,1.6,8.37,2.35,0.38,1.56,0,8.09,0.29,0,0,0,0,0,0,0,0,0,7.88,0,0,0,0,0,0,0,1.19,0,0,0,0,47.28,0,3.29,0,0,1.54,5.46,0.39,45.51,0,0,20.86,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,143.75,0,0.29,1.12,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,14.39,0,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.32,0,0,15.81,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.72,0,0,0,0,0,0,0,0,18.16,0,0,0,0,0.77,0,0,0,0,0,0,2.8,0,0.69,0,0,0,0,0,0,2.77,13.11,172.18,2.3,1.29,0,0,0,0,0,20.26,0,0,0,0,0,0.69,3.58,0,0,0,0,0,0,0,0,0,0,2.02,4.86,0,0,28.36,12.56,5.64,1.39,0,1.37,0,0.61,0,0,30.01,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,0,0,1.92,0,0,0,0,83.71,0,10.49,0,0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,14.01,158.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78,0,0,0,0,23.31,0,0,0,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,262.73,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,41.56,27.96,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,37.55,0,0,0,0,0,0,0,0,0,0,0,13.42,0,0,0,0,0,0,0,0,6.02,9.03,461.17,0.37,3.07,0,0,0,0,0,24.73,0,0,0,0,0,1.5,7.65,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,18.84,9.28,0,0.75,0,2.03,0.35,0,1.59,0,0.72,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,1.52,0,0,0,0,131.28,0,2.52,0,0,3.89,0,0,0,0,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,127.64,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,9.69,0,0,0,23.44,0,0,0,0,0,0,0,0,0,0,1.89,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,39.65,0,0,18.7,11.38,26.67,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,4.33,9.66,549.43,0.15,0,0,0,0,0,0,27.99,0,0,0,0,0,3.82,5.58,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,7.56,2,1.89,0.85,0,1.14,0.18,0,0.69,0,1.66,0.37,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0.18,0,0,0,0,0,101.33,0,0.5,0,0,1.06,0,0,0,0,0,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,64.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,10.91,0,0,0,51.93,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.88,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,45.88,0,0,37.66,25.88,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,0,0.29,0,0,0,0,0,7.08,0.37,0,0,0,0,0,0,0,2.77,5.61,550.45,0,0,0,0,0,0,0,23.77,0,0,0,0,0,3.21,0,0.28,0,0,0,0,0,0,0,0,0,0,8.03,0,0,11.22,1.48,13.98,4.23,0,0.85,0.59,0.22,0.33,0,1.99,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,113.28,0,0.9,0,0,3.87,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,127.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,5.25,0,0,0,1.46,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,44.81,0,0,25,3.09,6.16,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.2,0.26,0,0,0,0,0,0,0.48,0,23.37,0,0,0,0,3.13,0,0,0.28,0,0,0,1.32,0,0,0,0,0,0,0,0,14.67,19.11,425.18,0.25,57.87,0,0.57,0,0,0,26.92,0,0,0,0,2.38,1.63,16.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.14,3.46,0,0,0,8.79,3.75,0.85,0,0,1.44,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0.25,0,59.72,0,1.93,0,0,4.28,0,0,0,0,0,9.94,0,0,0,0,0,0,0.37,0,0,0,0,0,0,5.95,170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,0,0,0,0,16.62,0,0,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0.3,15.56,0,0,0,0,1.72,0,0,0,0.26,0,0,0,0,0,0,0,0.29,0,13.12,0,0,27.78,2.84,13.15,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,7.12,0,0.71,0,0.55,0,0,0,0,6.76,9.04,72.16,0.67,12.94,0,0,0,0,0,52.78,0,0,0,0,0,2.64,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1.31,0.63,0,0,2,0.55,0,0,0,38.92,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,78.22,0,4.53,0,0,0.63,0,0,0,0,0,33.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,178.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,32.72,0,0,0,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,271.44,23.99,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,40.82,0,0,40.55,7.08,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18.99,0,0,0,0,0,0,0,0.42,0,0,0,9.32,0,0,0,0,0,0,0,0,2.16,7.03,531.32,0,1.84,0,0,0,0,0,29.16,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,0.41,0,0,0,0.71,1.4,0.43,0.38,0.34,10.38,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0.75,0,0,0,0,76.91,0,0.92,0,0,1.45,0,0,0,0,0,8.2,0,0,0,0,0,0,0.35,0,0,0,0,0,0,2.93,153.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0,0,0,0,7.14,0,0,0,29.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.75,0,0,15.43,18.62,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0
1.48,0,0,0,0.25,0,0,0,0,0,0,0,0,60.21,0,0,0,0,3.03,0.28,0,0,0,0,0,0.94,0.6,2.44,0,0,0.3,0,0,0,17,5.9,205.1,1.57,11.06,0,0,0,0,0,6.32,0,0,0,0,0,0,10.03,0,0,0,0,0,0,0,0,2.82,0,3.77,2.21,0,0,109.18,4.72,5.58,6.94,0,1.07,0,0.59,0.64,0,13.74,0.56,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,3.14,0,0,0,0,117.07,0,25.02,0,0,0.91,0,0,0,0,0,1.65,0,0,0,0,0.38,0,0.58,1.89,0,0,0,0,0,7.08,125.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,56.86,0.36,0,0,49.39,0,0,0,0,0,0,0,0,0,0,1.8,0,0,2.55,0,1.48,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,84.44,31.27,4.64,0,0,0,0,0,0,0.48,0,0,0,0.33,0.27,0,0,0,0,1.29,0,0,0.62,0,0,0,0,0,0.22,0,0,0,0.26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,56.85,0,0,0,0,0,0,0,0,0,0,0,7.76,0.6,0.95,0,0,15.26,0,0.58,0,16.94,5.8,286.29,0.53,1.98,0,0,0,0,0,14.21,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,1.99,0.49,0,0,82.34,6.19,0.56,4.68,0,13.15,0,0,2.06,0,6.7,1.02,0,0,0,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,1.52,0,0,0,0,37.58,0,17.97,0,0,3.55,0,0,0,0,0,2.86,0,0,0,0,0,0,0.53,0,0,0,0,0,0,1,137.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.82,0,0,0,6.38,0,0,0,1.08,0,0,0,0,0,0,0.98,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.55,18.8,0,0,186.9,7.99,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.5,0,0,0
0.63,0,0,0,0,0,0,0,0,0,0,0,0,53.72,0,0,0,0,16.44,0,0,0,0,0,0,0,0.7,0,0,1.21,0,0,0,0,34.99,9.68,342.21,0,75.67,0,0,0,0,0,39.45,0,0,0,0,0,1.79,0,0,0,0,3.06,0,0,0,0,0,0,0,0.59,0,0,18.96,7.4,0,0,0,5.15,5.62,1.18,0.57,0,6.79,0.63,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,3.04,0,0,0,0,14.55,0,5.07,0,0,2.96,0,0,0,0,0,39.37,0,0,0,0,0,0,0.58,0,0,0,0,0,0,2.66,127.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.35,0,0,0,0,7.72,0,0,0,19.78,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,0,0,0,0,5.39,0,0,0,0,0,0,0,0,26.37,0,0,0,0,12.97,0,0,63,5.57,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,0,0,0,0,0,0.89,0,0,0,0,0,9.18,0,0,0,0,0,0,0,0,3.89,12.09,513.69,0,6.79,0,0,0,0,0,55.08,0,0,0,0,0,0.8,0.93,0,0,0,0,0,0,0,0,0.4,0,0,8.16,0,0,7.79,2.22,10.49,5.24,0,5.96,0,0,0,0,10.24,0,0,0,0,0,0,0,0,0,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,86.72,0,0,0,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,114.44,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,7.09,0,0,0,25.55,0,10.84,0,0,0,0,0,0,0,0,2.1,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.81,0,0,8,0,11.79,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.82,0,0,0,0,0
0,0.21,0.26,0,0,0,0,0,0,0,0,0,0,4.56,0,0,0,46.15,1.53,0,0,0,0,25.45,0,15.13,0,0.65,0,0,0,0,0,0,21.49,149.8,187.31,26.39,4.82,0,0,0,0,0,55.75,0,0,0,0,0,2.1,3.18,0,0,0,0,0,0,0,0,0,0,0.79,4.62,0,0,18.75,1.94,6.46,0,0,1.54,0.32,0.61,0,0,3.61,0.55,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,1.67,0,0,0,0,78.38,0,19.95,0,0,0.78,0,0,0,0,0,11.16,0,0,0,0,0.57,0,0,0,0,0,0,0,0,10.85,135.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,7.67,0,0,0,6.46,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,27.04,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.46,0,0,24.87,42.73,2.04,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,29.55,0,0,0,0,0,0,0,0.25,0,0,0,6.02,0,0.25,0,0,0,0,0.31,0,3.27,4.21,342.53,0.21,0,0,0,0,0,0,20.67,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,6.5,2.19,0.66,5.18,0,1.88,0,0,0,0,1.85,0.24,0,0,0,0,0,0,0,0,0.28,1.79,0,0,0,0,0,0,0,0.89,0,0,0,0,118.39,0,0.6,0,0,2.07,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,108.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16,0,0,0,0,11.46,0,0,0,61.06,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,133.22,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.97,0,0,25.76,19.92,7.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,69.98,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0.59,0,0,0,0,0,0,1.84,5.25,219.12,0,23.14,0,0,0,0.6,0,32.18,0,0,0,0,0,0.56,10.58,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,11.94,18.17,0.66,1.78,0,0.58,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0.6,0,0,0,0,146.16,0,5.89,0,0,2.54,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84,0,0,0,0,37.93,0,0,0,39.55,0,7.68,0,0,0,0,0,0,0,0,0,0,0,13.8,0,179.35,6.87,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,26.77,0,0,26.18,9.2,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.26,29.19,0,0,0,0,0,0,0,0,0,0,0,4.99,0.56,0,0,0,0,0,0,0,12.71,22.94,332.76,1.21,3.8,0,0,0,0,0,36.52,0,0,0,0,0,1.06,2.11,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,45.2,8,0,0,0,2.14,0,0.54,1.14,0.89,7.5,0.68,0,0,1.06,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,2.09,0,0,0,0,83.55,0,21.38,0,0,1.9,0,0,0,0,0,6.04,0,0,0,0,2.31,0,0,0.36,0,0,0,0,0,3.03,150.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62,0,0,0,0,21.44,0,0,0,38.56,0,15.01,0,0,0,0,0,0,0,0,0,0,0.47,0.79,0,0.52,27.18,0,0.65,0,0,0.28,0,0,0,0,0,0,0,0,0.27,0,17.77,0,0,44.98,25.68,9.59,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,44.57,0,0,0,0,0,0,0,0,0,0,0,5.68,0,0.24,0,0,0,0,0,0,2.64,5.98,458.57,0,0.36,0,0,0,0,0,30.05,0,0,0,0,0,0.19,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,94.68,0,0,0,0.56,0.64,0.56,0,0.29,0.32,0.28,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0.56,0,0,0,0,95.78,0,3.5,0,0,1.41,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,100.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,0,0,0,0,7.38,0,0,0,36.96,0,0,0,0,0,0,0.52,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.42,0,0,17.96,3.55,13.74,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0
0.8,0,0,0,0,0,0,0,0,0,0,0.82,0,47.44,0,0,0,0,0,0,0,0,0,0,0,20.01,0.79,1.6,0,0,4.14,0,0.72,0,19.76,5.59,337.24,1.62,97.29,0,0,0,0,0,25.31,0,0,0,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,45.98,16.66,0.75,0,0,2.42,0,0,0.82,0.81,3.28,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,2.41,0,0,0,0,34.03,0,12.61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,83.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,48.35,0,0,0,54.02,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,97.87,9.46,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
