"Group","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Achromobacter","Acidaminococcaceae_unclassified","Acidaminococcus","Actinobacteria_unclassified","Actinomyces","Actinomycetaceae_unclassified","Actinomycetales_unclassified","Afipia","Akkermansia","Alcaligenaceae_unclassified","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerosalibacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcobacter","Asaccharobacter","Asteroleplasma","Atopobium","Azomonas","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Bdellovibrionales_unclassified","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobiaceae_unclassified","Brevundimonas","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Catenibacterium","Cellulosibacter","Cellulosilyticum","Cetobacterium","Chloroflexus","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Dermabacter","Dermabacteraceae_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Elusimicrobium","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Garciella","Gemmiger","Gordonibacter","Gracilibacteraceae_unclassified","Granulicatella","Haemophilus","Hallella","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Kerstersia","Klebsiella","Kluyvera","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaerae_unclassified","Lentisphaeria_unclassified","Leptotrichia","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Mesorhizobium","Mitsuokella","Mogibacterium","Mollicutes_unclassified","Moryella","Nitrobacter","Novosphingobium","Odoribacter","Olsenella","Opitutae_unclassified","Oribacterium","Ornithinimicrobium","Oscillibacter","Oxalobacter","Paludibacter","Pannonibacter","Parabacteroides","Paracoccus","Paraprevotella","Parasporobacterium","Parasutterella","Parcubacteria_unclassified","Parvimonas","Pasteurellaceae_unclassified","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudoramibacter","Pyramidobacter","Raoultella","Rhodobacteraceae_unclassified","Rhodospirillaceae_unclassified","Rhodospirillales_unclassified","Rickettsiaceae_unclassified","Rikenella","Rikenellaceae_unclassified","Robinsoniella","Roseburia","Roseomonas","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Saccharofermentans","Sarcina","Schwartzia","Sedimentibacter","Sediminibacterium","Selenomonadales_unclassified","Slackia","Sneathia","Sphingobacterium","Sphingomonas","Sporacetigenium","Sporobacter","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Succinivibrionaceae_unclassified","Sutterella","Synergistaceae_unclassified","Syntrophococcus","Tannerella","Tissierella","Treponema","Turicibacter","Vampirovibrio","Veillonella","Veillonellaceae_unclassified","Victivallis","Xylanibacter"
"CRC693",0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,1,2,0,0,0,0,0,16,0,2,0,1,0,0,0,0,11,25,1718,6,83,0,0,0,0,0,86,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,4,15,0,0,74,28,18,55,0,6,1,2,18,0,7,2,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,536,0,8,0,0,5,0,0,0,0,0,48,0,0,0,0,3,0,1,0,0,0,0,0,0,6,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,62,0,0,0,227,0,49,0,0,0,0,0,0,0,0,15,0,0,5,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,207,0,0,236,154,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC694",0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,4,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,9,6,284,0,5,0,0,0,0,0,42,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,67,8,0,0,0,5,7,0,1,0,44,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,154,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,213,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,89,31,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"CRC696",0,0,1,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,19,1609,0,0,0,0,0,0,0,87,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,54,21,0,1,4,23,11,0,7,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,361,0,19,0,0,7,74,0,0,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,1,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233,0,0,69,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"CRC697",0,0,0,0,0,0,0,0,0,0,0,2,0,156,0,0,0,0,4,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,12,5,594,1,2,0,0,0,0,0,31,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,37,1,4,0,2,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,1,100,0,1,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,2,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,94,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC698",0,0,0,3,1,0,0,0,0,0,0,0,0,329,0,0,0,0,42,0,0,1,0,0,0,238,1,1,0,0,0,0,0,0,265,93,2376,329,423,0,1,0,2,0,247,0,0,0,0,1,3,44,0,0,0,0,0,0,0,0,0,0,5,3,0,0,289,54,2,14,0,7,0,0,39,0,264,4,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,2,10,0,0,0,0,617,0,168,0,0,9,0,0,0,1,0,200,0,0,0,0,0,0,4,0,0,0,0,0,0,6,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,127,0,0,0,119,0,0,0,2,0,0,0,0,0,0,1,0,4,18,0,1,0,0,4,0,3,1,0,0,0,2,0,0,0,0,5,0,126,0,0,509,156,52,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CRC699",0,0,0,0,0,0,0,0,0,0,0,13,0,303,0,0,0,0,25,1,0,0,0,0,0,43,4,2,0,2,0,0,0,0,64,106,3861,2,497,0,0,1,1,1,241,0,0,0,0,0,12,84,0,0,0,0,0,0,0,0,0,0,1,2,0,0,208,483,0,1,0,21,19,0,8,1,38,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,13,0,0,0,0,900,0,48,0,0,16,0,0,0,0,0,39,0,0,0,0,0,0,11,0,0,0,0,0,0,48,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,183,0,0,0,493,0,0,0,7,0,0,0,1,0,0,0,0,0,9,0,337,16,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,95,0,0,442,214,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC700",0,1,0,0,0,0,0,0,0,0,0,3,0,297,0,0,0,0,3,2,0,0,0,0,0,19,0,2,0,0,0,0,0,0,13,51,1599,5,74,0,1,0,0,0,140,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,74,0,0,86,101,144,47,0,104,26,0,12,0,295,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,4,0,0,0,2,456,0,10,0,0,25,0,0,0,0,0,35,0,0,0,0,1,0,14,0,0,0,0,0,0,10,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,136,0,0,0,319,0,212,0,2,0,0,0,0,0,0,11,0,0,3,0,2682,68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,208,0,0,260,151,38,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CRC702",0,0,0,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,39,13,663,1,16,0,1,0,0,0,108,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,102,21,0,0,0,4,2,3,1,0,4,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,63,0,57,0,0,5,0,0,0,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,6,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,24,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,105,41,39,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC703",0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,39,71,1300,0,313,0,1,0,0,0,155,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86,238,0,0,0,10,2,0,1,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,300,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,1,0,0,0,0,0,0,1,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,79,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,467,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117,0,0,164,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC704",4,0,0,0,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,6,5,81,8,2,0,1,0,0,0,33,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,25,0,0,0,3,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,94,0,19,0,0,1,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,8,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,68,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,281,84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,0,131,16,9,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0
"CRC706",0,0,0,0,3,0,0,0,0,0,0,2,0,90,0,0,0,0,17,0,0,0,0,0,0,27,0,1,0,2,0,0,0,0,132,111,879,12,60,0,0,0,0,0,96,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,6,1,0,0,286,70,0,0,0,14,6,4,7,3,48,7,0,0,21,0,0,0,0,0,0,7,0,1,0,0,0,0,1,25,0,0,0,0,424,0,87,0,0,6,0,0,0,0,0,14,0,0,0,0,26,0,4,0,0,0,0,0,0,5,737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,49,1,0,0,187,0,0,1,5,0,0,0,0,0,0,0,0,0,30,0,47,166,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,80,0,0,243,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"CRC707",2,0,1,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,1,0,0,0,0,0,0,58,2,3,0,3,0,0,0,0,19,9,428,2,90,0,0,0,0,0,526,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,234,0,8,0,48,27,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,33,0,0,0,0,7,0,12,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,195,0,0,113,4,30,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC708",2,0,0,0,6,0,0,0,0,0,0,0,0,254,0,0,0,0,29,1,0,0,0,0,0,112,0,0,0,0,0,0,0,0,119,121,1431,15,130,0,0,0,0,0,130,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,1,0,2,7,0,0,279,131,4,9,0,4,3,4,34,3,19,2,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,4,0,0,0,0,220,0,77,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,376,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,70,3,0,0,254,0,95,0,1,0,0,0,0,0,0,4,0,1,149,0,3,14,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,108,0,0,390,106,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,3,0
"CRC709",0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,4,0,1,0,0,0,0,0,15,0,1,0,1,0,0,0,0,16,71,1406,0,2,0,0,0,0,0,49,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85,104,6,8,0,7,11,0,3,0,63,0,0,0,13,0,0,0,0,0,0,22,0,1,0,0,0,0,0,1,0,0,0,0,250,0,20,0,0,3,0,0,0,0,0,42,1,0,0,0,0,0,4,0,0,0,0,0,0,15,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,86,0,0,0,204,0,1,0,3,0,0,0,0,0,0,4,0,1,40,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,239,0,0,222,42,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CRC710",0,0,0,1,0,0,2,0,0,0,0,2,0,411,0,0,0,0,29,0,0,0,0,0,0,57,0,3,0,3,0,0,0,0,67,50,2704,7,175,0,1,0,0,0,168,0,0,0,0,1,24,14,0,0,0,0,0,0,0,0,0,0,11,2,0,0,324,58,5,2,0,33,18,4,4,3,156,3,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,12,0,0,0,0,847,0,65,0,0,8,0,0,0,0,0,96,0,0,0,0,0,0,8,0,0,0,0,0,0,15,1220,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,236,0,0,0,230,0,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,399,0,0,349,228,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CRC711",1,0,0,1,0,0,0,0,0,0,0,78,0,679,0,0,0,0,0,0,0,1,0,0,0,170,21,5,0,2,0,0,0,0,70,169,5358,7,677,0,0,0,6,0,443,0,0,1,0,1,28,221,0,0,0,0,0,0,0,0,0,0,7,0,0,1,534,317,0,13,0,21,7,0,45,0,212,11,0,0,0,0,0,0,0,0,1,39,0,10,0,1,0,0,0,25,0,0,0,0,502,0,90,0,0,63,0,0,0,0,0,504,0,0,0,0,0,0,6,6,0,0,0,0,0,48,1459,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,103,0,0,0,1,632,1,0,0,1691,0,0,2,9,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65,0,0,1215,84,331,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC712",3,0,0,0,1,0,0,0,0,0,0,1,0,263,0,0,0,0,18,0,0,0,1,0,0,58,3,1,0,0,37,0,0,0,57,25,810,3,65,0,0,0,0,1,144,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,1,0,9,1,0,0,251,47,1,13,0,10,2,0,21,2,69,5,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,8,0,0,0,0,461,0,138,0,0,7,0,0,1,0,0,148,0,0,0,0,1,0,1,5,1,0,0,0,0,13,565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,57,0,0,0,240,0,0,0,1,0,0,0,0,0,0,2,0,0,39,0,1314,36,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,124,0,0,359,86,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
"CRC713",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1774,0,0,0,0,0,0,0,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,2,57,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,9,0,70,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,48,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRC714",0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,4,969,3,0,0,0,0,0,0,62,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28,8,0,2,0,9,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,182,0,17,0,0,7,0,0,0,0,0,80,0,0,0,0,0,0,2,0,0,0,0,0,0,1,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,0,0,42,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC715",0,0,2,0,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,4,481,0,0,0,0,0,0,0,35,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,63,4,12,27,0,9,0,0,5,0,30,1,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,184,0,27,0,0,6,0,0,1,0,0,52,0,0,0,0,0,0,1,1,0,0,0,0,0,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,117,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC716",1,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,0,0,0,0,0,10,14,622,14,3,0,1,0,0,0,50,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,66,22,0,1,0,3,6,1,11,0,24,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,3,1,0,1,0,306,0,31,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,58,0,0,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35,0,0,148,55,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"CRC717",0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,14,830,0,0,0,0,0,0,0,167,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,23,0,0,0,18,35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,247,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC718",0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,9,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,11,24,750,0,139,0,0,0,0,0,113,0,0,0,0,0,5,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,47,3,7,0,10,7,0,15,0,9,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,244,0,12,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,1,5,0,0,0,0,0,6,289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,133,0,65,0,0,0,0,0,0,0,0,1,0,0,1,0,767,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,67,0,0,77,91,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
"CRC721",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,5,31,1088,1,0,0,0,0,0,0,146,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,27,16,0,0,0,9,5,0,3,0,15,3,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,1,0,0,0,0,521,0,9,0,0,2,0,0,0,0,0,52,0,0,0,0,2,0,0,4,0,0,2,0,0,21,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,145,0,0,0,50,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1133,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,253,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC722",5,0,1,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,12,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,101,57,1381,66,525,0,0,0,0,0,120,0,0,0,0,1,4,26,0,0,0,0,0,0,0,0,0,0,18,11,0,0,341,126,12,3,0,3,0,0,11,0,21,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,1,0,138,0,169,0,0,3,0,0,0,0,0,60,0,0,0,0,0,0,2,0,0,0,0,0,0,31,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,257,0,0,0,0,111,0,0,0,151,0,53,1,2,0,0,0,0,0,0,4,0,0,7,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,1,30,0,0,437,40,137,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
