"study","auc","pvalue","BH"
"wang",0.911878881987578,1,1
"weir",0.821428571428571,0.508116074773567,0.592802087235828
"ahn",0.594376634699215,8.52300565121096e-09,5.96610395584767e-08
"zeller",0.62609756097561,2.73536366591991e-05,3.82950913228787e-05
"baxter",0.699539728682171,3.9989238627534e-06,6.99811675981845e-06
"hale",0.540853127720433,7.76413883750664e-08,2.71744859312733e-07
"flemer",0.559710873664362,1.87354021730438e-06,4.3715938403769e-06
