"study","auc","pvalue","BH"
"wang","0.717391304347826","0.697050724946022","0.69893049819469"
"weir","0.785714285714286","0.69893049819469","0.69893049819469"
"ahn","0.650283347863993","0.131305541737482","0.393916625212446"
"baxter","0.689988738738739","0.33162290243144","0.587924692159344"
"hale","0.587764363387276","0.029237766417301","0.175426598503806"
"flemer","0.680703959773727","0.391949794772896","0.587924692159344"
"zeller","0.74502382954864",NA,NA
