"study","auc","pvalue","BH"
"wang",0.755434782608696,0.0699350695184017,0.244772743314406
"weir",0.392857142857143,0.239514967015736,0.33532095382203
"ahn",0.635244115082825,1,1
"zeller",0.79609756097561,0.00985690245874043,0.068998317211183
"baxter",0.716618217054264,0.11191863201743,0.261127292105419
"hale",0.549434149981346,0.36618964299244,0.427221250157846
"flemer",0.733500942803268,0.149215595488811,0.261127292105419
