"study","auc","pvalue","BH"
"wang","0.701669254658385","0.311006851390771","0.466510277086157"
"weir","0.785714285714286","0.138430316440508","0.280843402882614"
"zeller","0.740731707317073","0.0965002910536532","0.280843402882614"
"baxter","0.706492248062015","0.140421701441307","0.280843402882614"
"hale","0.589976371098122","0.466824270261001","0.466824270261001"
"flemer","0.686046511627907","0.452334973769301","0.466824270261001"
"ahn","0.636061464690497",NA,NA
