"est","lower","upper","pvalue","measure","study"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"sobs","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"shannon","burns"
1.33333333333333,0.310693755480853,5.72196172731684,0.704738083311205,"shannoneven","burns"
4,0.604641888179864,26.4619443554669,0.157299207050285,"sobs","chen"
12.25,1.46701405764236,102.291112493608,0.018422125454099,"shannon","chen"
12.25,1.46701405764236,102.291112493608,0.018422125454099,"shannoneven","chen"
1.90854184641933,1.12439621627635,3.23954485688028,0.016384864854283,"sobs","flemer"
1.32980972515856,0.788155042405995,2.24371324165855,0.286076621493702,"shannon","flemer"
1.23812754409769,0.734550428538112,2.08693611207096,0.423666774523717,"shannoneven","flemer"
0.674603174603175,0.266461873858031,1.70789703080431,0.409645180473122,"sobs","sana"
0.674603174603175,0.266461873858031,1.70789703080431,0.409645180473122,"shannon","sana"
0.535885167464115,0.210193794975413,1.36622925877348,0.19344349574549,"shannoneven","sana"
1.76785714285714,0.472399653365693,6.61583651741519,0.404238864114173,"sobs","dejea"
0.7,0.188552833206052,2.60133985610276,0.600472361611023,"shannon","dejea"
0.7,0.188552833206052,2.60133985610276,0.600472361611023,"shannoneven","dejea"
0.111111111111111,0.0128488117299825,0.960842081881959,0.0455002638963584,"sobs","geng"
0.36,0.0513528139578744,2.52371759230785,0.317310507862914,"shannon","geng"
0.36,0.0513528139578744,2.52371759230785,0.317310507862914,"shannoneven","geng"
