"study","auc","pvalue","BH"
"wang",0.769021739130435,0.000571748621484603,0.00400224035039222
"weir",0.732142857142857,0.132751433513432,0.298796613871489
"ahn",0.540322580645161,0.801071122226484,1
"zeller",0.662926829268293,0.0862784196701227,0.298796613871489
"baxter",0.610537790697674,0.170740922212279,0.298796613871489
"hale",0.523069269991295,1,1
"flemer",0.521055939660591,0.981222779750568,1
