"study","auc","pvalue","BH"
"burns","0.575","0.550707384551655","0.550707384551655"
"chen","0.450617283950617","0.173265367760124","0.261681220053073"
"sana","0.548245614035088","0.174454146702049","0.261681220053073"
"flemer","0.654787234042553",NA,NA
