"otu","mda_median","iqr25","iqr75","study","rank"
"Clostridia_unclassified",0.320967821067821,0.320967821067821,0.320967821067821,"weir","1"
"Clostridium_XlVb",0.301408225108225,0.301408225108225,0.301408225108225,"weir","2"
"Dialister",0.200536652236652,0.200536652236652,0.200536652236652,"weir","3"
"Alistipes",0.183914574314574,0.183914574314574,0.183914574314574,"weir","4"
"Butyricimonas",0.168804329004329,0.168804329004329,0.168804329004329,"weir","5"
"Bacteroides",0.145905339105339,0.145905339105339,0.145905339105339,"weir","6"
"Anaerostipes",0.139770562770563,0.139770562770563,0.139770562770563,"weir","7"
"Ruminococcus",0.131625108225108,0.131625108225108,0.131625108225108,"weir","8"
"Sutterella",0.11684531024531,0.11684531024531,0.11684531024531,"weir","9"
"Bifidobacterium",0.110931601731602,0.110931601731602,0.110931601731602,"weir","10"
"Phascolarctobacterium",0.0997227994227994,0.0997227994227994,0.0997227994227994,"weir","11"
"Sporobacter",0.0995561327561327,0.0995561327561327,0.0995561327561327,"weir","12"
"Faecalibacterium",0.0965341991341991,0.0965341991341991,0.0965341991341991,"weir","13"
"Coprococcus",0.0922225108225108,0.0922225108225108,0.0922225108225108,"weir","14"
"Blautia",0.0885372294372294,0.0885372294372294,0.0885372294372294,"weir","15"
"Roseburia",0.0837875901875902,0.0837875901875902,0.0837875901875902,"weir","16"
"Dorea",0.081174025974026,0.081174025974026,0.081174025974026,"weir","17"
"Ruminococcus2",0.0806428571428571,0.0806428571428571,0.0806428571428571,"weir","18"
"Bacteria_unclassified",0.0770838383838384,0.0770838383838384,0.0770838383838384,"weir","19"
"Lachnospiraceae_unclassified",0.0742538239538239,0.0742538239538239,0.0742538239538239,"weir","20"
"Bacteroidales_unclassified",0.0670969696969697,0.0670969696969697,0.0670969696969697,"weir","21"
"Clostridiales_unclassified",0.0667838383838384,0.0667838383838384,0.0667838383838384,"weir","22"
"Oscillibacter",0.0653946608946609,0.0653946608946609,0.0653946608946609,"weir","23"
"Bilophila",0.0644385281385281,0.0644385281385281,0.0644385281385281,"weir","24"
"Enterobacteriaceae_unclassified",0.064101443001443,0.064101443001443,0.064101443001443,"weir","25"
"Veillonella",0.0638717171717172,0.0638717171717172,0.0638717171717172,"weir","26"
"Parasutterella",0.0625772005772006,0.0625772005772006,0.0625772005772006,"weir","27"
"Porphyromonadaceae_unclassified",0.0600186147186147,0.0600186147186147,0.0600186147186147,"weir","28"
"Ruminococcaceae_unclassified",0.0593890331890332,0.0593890331890332,0.0593890331890332,"weir","29"
"Clostridiaceae_1_unclassified",0.0583210678210678,0.0583210678210678,0.0583210678210678,"weir","30"
"Streptococcus",0.0551240981240981,0.0551240981240981,0.0551240981240981,"weir","31"
"Akkermansia",0.0537463203463203,0.0537463203463203,0.0537463203463203,"weir","32"
"Asaccharobacter",0.0505545454545454,0.0505545454545454,0.0505545454545454,"weir","33"
"Flavonifractor",0.0493630591630592,0.0493630591630592,0.0493630591630592,"weir","34"
"Firmicutes_unclassified",0.0480151515151515,0.0480151515151515,0.0480151515151515,"weir","35"
"Turicibacter",0.0477708513708514,0.0477708513708514,0.0477708513708514,"weir","36"
"Clostridium_XlVa",0.0442341991341991,0.0442341991341991,0.0442341991341991,"weir","37"
"Peptostreptococcaceae_unclassified",0.0435376623376623,0.0435376623376623,0.0435376623376623,"weir","38"
"Selenomonadales_unclassified",0.0434,0.0434,0.0434,"weir","39"
"Odoribacter",0.0426645021645022,0.0426645021645022,0.0426645021645022,"weir","40"
"Clostridium_XI",0.0390510822510822,0.0390510822510822,0.0390510822510822,"weir","41"
"Acidaminococcaceae_unclassified",0.038347619047619,0.038347619047619,0.038347619047619,"weir","42"
"Parabacteroides",0.0381909090909091,0.0381909090909091,0.0381909090909091,"weir","43"
"Prevotella",0.0356933621933622,0.0356933621933622,0.0356933621933622,"weir","44"
"Bacteroidetes_unclassified",0.0351672438672439,0.0351672438672439,0.0351672438672439,"weir","45"
"Collinsella",0.0346774891774892,0.0346774891774892,0.0346774891774892,"weir","46"
"Barnesiella",0.0331636363636364,0.0331636363636364,0.0331636363636364,"weir","47"
"Pasteurellaceae_unclassified",0.0325939393939394,0.0325939393939394,0.0325939393939394,"weir","48"
"Veillonellaceae_unclassified",0.0306088023088023,0.0306088023088023,0.0306088023088023,"weir","49"
"Bifidobacteriaceae_unclassified",0.0295033189033189,0.0295033189033189,0.0295033189033189,"weir","50"
"Subdoligranulum",0.0294808080808081,0.0294808080808081,0.0294808080808081,"weir","51"
"Megamonas",0.0289494949494949,0.0289494949494949,0.0289494949494949,"weir","52"
"Escherichia.Shigella",0.0285803751803752,0.0285803751803752,0.0285803751803752,"weir","53"
"Desulfovibrionales_unclassified",0.0275774891774892,0.0275774891774892,0.0275774891774892,"weir","54"
"Victivallis",0.0267757575757576,0.0267757575757576,0.0267757575757576,"weir","55"
"Pseudoflavonifractor",0.0265292929292929,0.0265292929292929,0.0265292929292929,"weir","56"
"Papillibacter",0.0263484848484848,0.0263484848484848,0.0263484848484848,"weir","57"
"Prevotellaceae_unclassified",0.0259083694083694,0.0259083694083694,0.0259083694083694,"weir","58"
"Erysipelotrichaceae_unclassified",0.0258738816738817,0.0258738816738817,0.0258738816738817,"weir","59"
"Lactococcus",0.0240767676767677,0.0240767676767677,0.0240767676767677,"weir","60"
"Lactobacillales_unclassified",0.0210199134199134,0.0210199134199134,0.0210199134199134,"weir","61"
"Parvimonas",0.0183515151515151,0.0183515151515151,0.0183515151515151,"weir","62"
"Howardella",0.0163909090909091,0.0163909090909091,0.0163909090909091,"weir","63"
"Fusobacterium",0.0163636363636364,0.0163636363636364,0.0163636363636364,"weir","64"
"Desulfovibrio",0.0161333333333333,0.0161333333333333,0.0161333333333333,"weir","65"
"Megasphaera",0.0144,0.0144,0.0144,"weir","66"
"Clostridium_IV",0.0135050505050505,0.0135050505050505,0.0135050505050505,"weir","67"
"Cloacibacillus",0.0133030303030303,0.0133030303030303,0.0133030303030303,"weir","68"
"Deltaproteobacteria_unclassified",0.00953333333333333,0.00953333333333333,0.00953333333333333,"weir","69"
"Anaerotruncus",0.00858888888888889,0.00858888888888889,0.00858888888888889,"weir","70"
"Mucispirillum",0.006,0.006,0.006,"weir","71"
"Devosia",0.00590909090909091,0.00590909090909091,0.00590909090909091,"weir","72"
"Paraprevotella",0.00586666666666667,0.00586666666666667,0.00586666666666667,"weir","73"
"Gp3_unclassified",0.00533333333333333,0.00533333333333333,0.00533333333333333,"weir","74"
"Actinomycetales_unclassified",0.005,0.005,0.005,"weir","75"
"Pirellula",0.0048,0.0048,0.0048,"weir","76"
"Porphyromonas",0.00438095238095238,0.00438095238095238,0.00438095238095238,"weir","77"
"Alphaproteobacteria_unclassified",0.00355555555555556,0.00355555555555556,0.00355555555555556,"weir","78"
"Rhizobium",0.00355555555555556,0.00355555555555556,0.00355555555555556,"weir","79"
"Planctomycetaceae_unclassified",0.0035,0.0035,0.0035,"weir","80"
"Sphingomonadaceae_unclassified",0.0035,0.0035,0.0035,"weir","81"
"Peptostreptococcus",0.00342857142857143,0.00342857142857143,0.00342857142857143,"weir","82"
"Campylobacter",0.00333333333333333,0.00333333333333333,0.00333333333333333,"weir","83"
"Cytophagales_unclassified",0.00333333333333333,0.00333333333333333,0.00333333333333333,"weir","84"
"Hydrogenoanaerobacterium",0.00333333333333333,0.00333333333333333,0.00333333333333333,"weir","85"
"Bacillaceae_1_unclassified",0.0032,0.0032,0.0032,"weir","86"
"Skermanella",0.0032,0.0032,0.0032,"weir","87"
"Actinobacteria_unclassified",0.003,0.003,0.003,"weir","88"
"Lactobacillaceae_unclassified",0.003,0.003,0.003,"weir","89"
"Proteobacteria_unclassified",0.003,0.003,0.003,"weir","90"
"Steroidobacter",0.003,0.003,0.003,"weir","91"
"Chitinophagaceae_unclassified",0.00266666666666667,0.00266666666666667,0.00266666666666667,"weir","92"
"Microbacteriaceae_unclassified",0.00266666666666667,0.00266666666666667,0.00266666666666667,"weir","93"
"Opitutaceae_unclassified",0.00266666666666667,0.00266666666666667,0.00266666666666667,"weir","94"
"Betaproteobacteria_unclassified",0.002,0.002,0.002,"weir","95"
"Acidaminococcus",0,0,0,"weir","96"
"Acidobacteria_Gp4_unclassified",0,0,0,"weir","97"
"Anaerococcus",0,0,0,"weir","98"
"Bacilli_unclassified",0,0,0,"weir","99"
"Burkholderiales_unclassified",0,0,0,"weir","100"
"Byssovorax",0,0,0,"weir","101"
"Clostridium_sensu_stricto",0,0,0,"weir","102"
"Coriobacteriaceae_unclassified",0,0,0,"weir","103"
"Eubacterium",0,0,0,"weir","104"
"Flavobacterium",0,0,0,"weir","105"
"Gemella",0,0,0,"weir","106"
"Gp16_unclassified",0,0,0,"weir","107"
"Gp4_unclassified",0,0,0,"weir","108"
"Gp6_unclassified",0,0,0,"weir","109"
"Lactobacillus",0,0,0,"weir","110"
"Mogibacterium",0,0,0,"weir","111"
"Nocardioides",0,0,0,"weir","112"
"Pseudonocardiaceae_unclassified",0,0,0,"weir","113"
"Synergistaceae_unclassified",0,0,0,"weir","114"
"Verrucomicrobia_unclassified",0,0,0,"weir","115"
