"study","auc","pvalue","BH"
"weir","0.803571428571429","0.501213219632809","0.501213219632809"
"ahn","0.617534873583261","1.67730257087431e-07","1.00638154252458e-06"
"zeller","0.705121951219512","0.00265230403299639","0.00318276483959567"
"baxter","0.694016472868217","8.02129336152589e-06","1.60425867230518e-05"
"hale","0.531463748290014","2.61337413537948e-06","7.84012240613844e-06"
"flemer","0.596165933375236","2.28756921988061e-05","3.43135382982092e-05"
"wang","0.897127329192547",NA,NA
