"study","auc","pvalue","BH"
"burns",0.5,0.509634878191268,1
"flemer",0.49468085106383,0.197844014190203,0.791376056760814
"chen",0.641975308641975,0.762281215380478,1
"sana",0.595693779904306,1,1
