"est","lower","upper","pvalue","measure","study"
1,0.115639305569842,8.6475787369376,1,"sobs","brim"
1,0.115639305569842,8.6475787369376,1,"shannon","brim"
1,0.115639305569842,8.6475787369376,1,"shannoneven","brim"
1.54076086956522,0.659246959782243,3.60099356084632,0.321136687217898,"sobs","zeller"
1.05555555555556,0.453904385378841,2.4546965545051,0.900809522270087,"shannon","zeller"
0.724074074074074,0.310430259520453,1.68889226699785,0.457574222596451,"shannoneven","zeller"
1,0.664876623533796,1.50403844052305,1,"sobs","baxter"
1.18998716302953,0.79040424276087,1.7915762233623,0.404358917865981,"shannon","baxter"
1.48051948051948,0.982397016853078,2.23121395382402,0.0606293538467757,"shannoneven","baxter"
1.23770455648185,0.895889897529198,1.70993396996756,0.196192015969731,"sobs","hale"
1.2719298245614,0.919743490899768,1.75897464305633,0.145048928193768,"shannon","hale"
1.30714383032835,0.945207043972616,1.8076727253156,0.104800814972564,"shannoneven","hale"
