"study","auc","pvalue","BH"
"burns","0.7","0.56145512531506","0.816440995249969"
"flemer","0.557484802431611","0.816440995249969","0.816440995249969"
"sana","0.700159489633174","0.506694090148525","0.816440995249969"
"chen","0.592592592592593",NA,NA
