otu,mda_median,iqr25,iqr75,phylum,family,genus,study
Otu00207,0.041549415436644546,0.030367513442010347,0.051132174258490044,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu04829,0.04128764239716252,0.03047769356546446,0.05028237502951125,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu00035,0.040792678004829705,0.03332391075986277,0.04939192713461289,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu01162,0.040300129978380755,0.030637817909644538,0.0496502041431221,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu03187,0.03969880372465512,0.03371148247177659,0.047684389660047545,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00130,0.03930013481530509,0.03168464715539018,0.0535273468877184,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00063,0.03836587870334001,0.0303172900199216,0.05204390392029711,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu00595,0.038057999705832526,0.028949688559634378,0.04638861450297209,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03130,0.03803795374731907,0.03157431952292633,0.04797300118182471,Firmicutes,Peptostreptococcaceae,Peptostreptococcaceae,burns
Otu04042,0.03737589912667312,0.030356106801695034,0.047110701927071896,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu09323,0.037034804815067976,0.03095317642883432,0.047625524144757896,Bacteria,Bacteria,Bacteria,burns
Otu01142,0.036416036552027256,0.024919938313320667,0.04568231003172954,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00010,0.03634604741663565,0.02578599118030232,0.046093278964757296,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu00029,0.03631819812454488,0.026510746374368663,0.045319222469996465,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00283,0.03604145986452488,0.029097944109554012,0.04372041208275727,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00028,0.036012639519063666,0.028215401231035903,0.04562640075782489,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00144,0.0357466649965102,0.024570707070707062,0.04621903242955874,Firmicutes,Veillonellaceae,Veillonellaceae,burns
Otu04289,0.035087314216571186,0.02553088384783431,0.04755794812342799,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00068,0.034910507328928385,0.028137002806275253,0.04327727796369436,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00649,0.03486331191168652,0.02449394407192395,0.04558742907848945,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu00979,0.03471304144771637,0.027409609752992108,0.04540865631616405,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu13580,0.03468066422741345,0.025071068701680157,0.041363351277205765,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu00262,0.034542876370275755,0.025505528918106313,0.04255211342235336,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01026,0.03426352154897047,0.02458894310024341,0.042805782229466426,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu06753,0.0341475898972029,0.027000211591813754,0.04643333264602614,Firmicutes,Lactobacillales,Lactobacillales,burns
Otu01895,0.034051246543274405,0.023829027590057,0.043627789672487816,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu01963,0.03380580104450073,0.026498320470379293,0.04262849620279961,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu08454,0.03339247047242404,0.024904977405635298,0.04500158315626582,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00147,0.03268803883594905,0.024876808820694263,0.041664825564012874,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu05736,0.03265681441021999,0.025039760677918566,0.04055408083488578,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00555,0.03228793107477318,0.02354320800888139,0.043583270814153176,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00009,0.03184634809634809,0.02067075309881037,0.038590268353077946,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03861,0.0318067664361782,0.018750433776749564,0.039125511833367876,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00899,0.031563312220974755,0.023457626515211657,0.03909133776440278,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu02651,0.031430286294372986,0.02199306884635832,0.039084332299966974,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00537,0.03134470955600986,0.020083689117899643,0.04169392138649104,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu04210,0.03126054428028112,0.023154926815530524,0.03900160726786114,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu00392,0.03119570590228484,0.02413554947374607,0.04087667602864971,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00064,0.031126436008092354,0.024337734195628933,0.03759759315332071,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00185,0.03109906551137201,0.023710913703599453,0.04210237778647221,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00196,0.031084282530335162,0.019725476157829096,0.039807174056593564,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00317,0.031040479876160987,0.02087801572782223,0.03877021698631605,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu00132,0.030799266024653014,0.02327997456619748,0.039410759068073314,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00178,0.030711061925690404,0.02108623090875412,0.03928336945991745,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00169,0.030296838275243848,0.02262944588091647,0.035008638953066204,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00125,0.030285594419340547,0.02404954248967407,0.03971577304274673,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu02166,0.030216848021259783,0.023891737094175174,0.03974464404274775,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu04015,0.029986163492510237,0.0216197966936744,0.03967010338732475,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu04762,0.02977722695261395,0.02096066838218541,0.03748932882562914,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu03225,0.029726971772637407,0.019547621728117085,0.03913414819184943,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu04063,0.029634646330621565,0.021926391517838883,0.037463000136258646,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu04217,0.029633978551548208,0.02234416433239962,0.0409798033064287,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu00277,0.029581281188711527,0.01796548261679841,0.03720934121348208,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00855,0.029441851595257168,0.022203077031327807,0.03738876536260437,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00648,0.02922260531006661,0.022185939937255723,0.038203942050381676,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu00335,0.029082871033335428,0.02014618163054696,0.04201124275621179,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00170,0.02834645145016662,0.020554786110861957,0.037331106067135474,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00097,0.028334169425345893,0.0181490482556659,0.03604143762154598,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00194,0.02831428080003931,0.019354119938369163,0.034818773881776975,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu00690,0.028265320472441215,0.022259549931492657,0.03503447290583513,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00116,0.02815223040633257,0.019314423424872336,0.036362033047791564,Firmicutes,Peptostreptococcaceae,Peptostreptococcaceae,burns
Otu00656,0.027873253208779522,0.021527713669199734,0.03394520482527448,Proteobacteria,Sphingomonadaceae,Sphingomonadaceae,burns
Otu00004,0.027744115378945097,0.02087764800558918,0.0414949309934991,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00367,0.027743928371250344,0.017381028328396747,0.036140966270571534,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00764,0.027657103096421984,0.019143356669130654,0.03562277705954176,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02716,0.027528097195202456,0.021820946064599313,0.03609973486266056,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu10976,0.027514367778764065,0.016942333702589123,0.03426150685829479,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu01884,0.027496855105678633,0.021738002610564532,0.03399451469583049,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu00025,0.027257963776849227,0.01796671854547241,0.03653398393402263,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02883,0.02702802613623047,0.020650953643020206,0.03770224636474636,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu04081,0.026873826173826176,0.02030071636310026,0.03482267353389644,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03161,0.02687363074661836,0.022228834899190936,0.035295524320021227,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu09392,0.026838087643350796,0.019112746610115028,0.0344310513918486,Bacteria,Bacteria,Bacteria,burns
Otu00127,0.026513461684514315,0.020826515151515148,0.03181755035899773,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu07421,0.02642484835426012,0.01881539964163803,0.035925687762529863,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu00864,0.026399349867538724,0.01902659258955698,0.03448314336592201,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00970,0.026386135708117132,0.020519110829830635,0.03508781893630965,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00089,0.026042205111709755,0.015604454502326014,0.03464790919864448,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00973,0.026006077488043434,0.018999808808322742,0.036478233462444,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00030,0.02580510689860535,0.018897989510489505,0.03300455313520328,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00023,0.025801204858093403,0.01613353080098436,0.033803645936966366,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00109,0.02567879224318853,0.016274912016088484,0.031646106576601926,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu06563,0.025492983890894112,0.0186857701122407,0.0338851934829876,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu01085,0.025492174492174495,0.020212037962037962,0.03223537091992974,Bacteria,Bacteria,Bacteria,burns
Otu00534,0.02538509896536212,0.017446581153624498,0.03232356711915535,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu05738,0.024736217102470974,0.018720173149004413,0.03200915814491665,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu03511,0.024668360320450104,0.01810825840825841,0.035039539743022714,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu03728,0.024624744820023456,0.015838860687815794,0.03380182871394172,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00012,0.02450297635800732,0.018847399693529727,0.03180320341423282,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00091,0.024371574546884142,0.017760136973449667,0.03425698932989954,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu17921,0.02400275613619267,0.018191759027865836,0.0321326759368942,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu03692,0.023759256206469827,0.017543859082094382,0.03364274762045659,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00357,0.023464442858483106,0.015024433478458245,0.03207496157952814,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00540,0.023367384146641114,0.018394047954109868,0.031970221385082064,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00946,0.023057139386241557,0.0168587667234726,0.032513952967397244,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00112,0.022627637025856837,0.016129969995604673,0.031787909845572386,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu04612,0.022081990721696608,0.014198996101937278,0.02824521381611165,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00156,0.021762109235793442,0.016688358820402167,0.033455860011161874,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu02654,0.02144294545323957,0.015898348800322485,0.03182801612731953,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00050,0.02139703042055983,0.015512042549813448,0.02792840900929136,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu00056,0.02115683483183483,0.013776142768480232,0.029370096763401715,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00054,0.020968983312868762,0.01492224997224997,0.027684323717218448,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu03150,0.020359403341756285,0.013013461014389804,0.027287359454271215,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu10361,0.020063277322952246,0.011642769803296116,0.026507841573631043,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu13155,0.019814317674069996,0.01384454280239884,0.027028133674031504,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu00118,0.019609676434676433,0.015267954852165373,0.02663039584684322,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00085,0.01955230047730048,0.014313270063270066,0.030065584415584413,Actinobacteria,Corynebacteriaceae,Corynebacteriaceae,burns
Otu00059,0.019499509803921566,0.012349011566349023,0.02391234436358275,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu03686,0.01914614143166774,0.011707630089209034,0.02485218320121571,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu00076,0.019089136766226547,0.013258974358974362,0.025459917451829222,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00195,0.01898526586073026,0.012843767343767342,0.02470108703216288,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00508,0.018956854256854255,0.01310224117987276,0.023930864049091602,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00287,0.01887240904949883,0.012184830447330446,0.02665857831968513,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu02031,0.018832243410184586,0.012122008547008546,0.024037904978578356,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu00106,0.018819806990395226,0.012711821511821514,0.024781024122935886,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu02049,0.018661425502601976,0.012454611925741958,0.02472050049623579,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu00201,0.01864761111781236,0.012587849186417295,0.025563587796792128,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00259,0.01848535353535354,0.012441876750700282,0.02326776483320601,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00099,0.018427244582043343,0.012663235294117644,0.027206923558897242,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00314,0.018318101506336802,0.010653335879806469,0.023581010819246115,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00040,0.018307479800900854,0.011850031186563697,0.024219100992746503,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00088,0.01828499526789,0.013372222222222225,0.024166334508284974,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00825,0.018282143415579946,0.011863636363636361,0.024726650473709297,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu02877,0.01818805436050018,0.0111595059395369,0.025246218487394962,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00072,0.018045967104790634,0.01205538109980834,0.02413177318037999,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00700,0.017899833499833498,0.013713328338328338,0.02495334490930466,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu07029,0.017868354478338996,0.012259819347319347,0.02291701870111313,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu01461,0.017822681893270124,0.011397504679702821,0.025098986101617676,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00141,0.017806390831390833,0.013176208294629344,0.024769830324474284,Actinobacteria,Corynebacteriaceae,Corynebacteriaceae,burns
Otu01360,0.017752447552447554,0.011921880570409979,0.026157004433475024,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00067,0.017520606775405536,0.012510475553857902,0.02222377655024714,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu00096,0.01742410334763276,0.011701298701298699,0.023747250994619416,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00093,0.017249298482735015,0.010259542014572973,0.023725856754184923,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00315,0.01724753360674413,0.01227292181502708,0.024273144829027177,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00015,0.017057525721612406,0.010991371128871129,0.022916091772864217,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00033,0.017004906204906203,0.010024242424242425,0.022018328352074484,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00263,0.016956262768878863,0.011644588744588746,0.02441408970286679,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00080,0.016935029530153363,0.009269913419913418,0.021965134255149735,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu04617,0.016675813075813076,0.010358302662250032,0.023953977747398797,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00559,0.01666907176930397,0.010152659840159842,0.023366485488196014,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu00686,0.0166131183573908,0.010724939113174405,0.022681427275854524,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00820,0.016468171353929868,0.01012648588511592,0.02212715659813183,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu00578,0.01639803742009625,0.01162498196248196,0.023157913835390617,Bacteroidetes,Bacteroidales,Bacteroidales,burns
Otu01308,0.016359309593055718,0.010324882354487617,0.021120935192258723,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu00053,0.016212485639575426,0.011796070011859484,0.02257377116347704,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00045,0.016166666666666666,0.009912796195033036,0.022815726292970875,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu01032,0.016072582972582974,0.010420001262067826,0.022516137491679286,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00234,0.016025344753285927,0.010243145743145743,0.021029400986870027,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu04288,0.015998873520700146,0.010609034618632138,0.022860808257789682,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu02482,0.01593881673881674,0.010445998445998448,0.022941042291042293,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00143,0.015786046555783393,0.011101638231049996,0.02129004884004884,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00363,0.015607215256363861,0.01026485448246284,0.021245779658937553,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00137,0.015373333202744964,0.011000356841301113,0.023817346954730853,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00020,0.015154234654234653,0.011094362745098039,0.021198594388068072,Proteobacteria,Comamonadaceae,Comamonadaceae,burns
Otu00571,0.01494347231715653,0.010631960802355537,0.019996248196248196,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00362,0.014844765657459156,0.010759475393028023,0.02112515618196733,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00779,0.014823875307698839,0.009420231952430093,0.021412784081243832,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00117,0.014737211807800042,0.008438952559308594,0.019368165902724728,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu11776,0.014714400632047688,0.007664113840236131,0.023070919440037085,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00229,0.014664974378906268,0.010195089997721576,0.02431820899688547,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01695,0.014553235816471107,0.010107488125909178,0.02030059977432268,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu00502,0.014280454925191768,0.00929816653934301,0.020632747588668635,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu00041,0.014232749766573292,0.009101640464798357,0.01954017428649782,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu01294,0.014055038769280253,0.009294191919191917,0.020524414620467248,Actinobacteria,Corynebacteriaceae,Corynebacteriaceae,burns
