"study","auc","pvalue","BH"
"wang",0.601708074534161,0.276001822222359,0.738922156981011
"weir",0.535714285714286,0.422241232560578,0.738922156981011
"ahn",0.680307323452485,0.854964737592413,1
"zeller",0.684878048780488,0.916967227102043,1
"baxter",0.582824612403101,0.121094580858026,0.738922156981011
"hale",0.604464618828504,0.339925735358493,0.738922156981011
"flemer",0.693274670018856,1,1
