"full_model","select_model","pvalue","study","train_model"
1,NA,NA,"burns","burns"
0.502958579881657,NA,NA,"dejea","burns"
0.5625,NA,NA,"geng","burns"
0.555555555555556,NA,NA,"burns","dejea"
0.532544378698225,NA,NA,"dejea","dejea"
0.59375,NA,NA,"geng","dejea"
0.555555555555556,NA,NA,"burns","geng"
0.550295857988166,NA,NA,"dejea","geng"
0.6875,NA,NA,"geng","geng"
