"study","auc","pvalue","BH"
"zeller","0.576216216216216","0.29081235535316","0.29081235535316"
"baxter","0.504507282123561","0.11102183560001","0.233192858291267"
"hale","0.531213570172492","0.155461905527512","0.233192858291267"
"brim","0.75",NA,NA
