"study","auc","pvalue","BH"
"wang","0.665566770186335","0.566134426548451","0.897715814676281"
"weir","0.571428571428571","0.470057103945475","0.897715814676281"
"zeller","0.712924025791982","0.897715814676281","0.897715814676281"
"baxter","0.600540540540541","0.0351272102657159","0.210763261594296"
"hale","0.682335816422639","0.790681851354919","0.897715814676281"
"flemer","0.720301697045883","0.815145268967449","0.897715814676281"
"ahn","0.704773321708806",NA,NA
