otu,mda_median,iqr25,iqr75,phylum,family,genus,study
Otu00414,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu00427,0,0,0.002266666666666667,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00457,0,0,0.003,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00460,0,0,0.003,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu00465,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00469,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00473,0,0,0.0032,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00480,0,0,0.002133333333333334,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00490,0,0,0.00275,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00495,0,0,0.0026666666666666666,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00512,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu00537,0,0,0.003,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00555,0,0,0.003,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu00560,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu00561,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu00564,0,0,0.00275,Bacteroidetes,Flavobacteriaceae,Flavobacteriaceae,burns
Otu00574,0,0,0.0026666666666666666,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00592,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00601,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu00602,0,0,0.003333333333333334,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu00605,0,0,0.003,Synergistetes,Synergistaceae,Synergistaceae,burns
Otu00615,0,0,0.003,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00631,0,0,0.003,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu00632,0,0,0.002133333333333334,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00654,0,0,0.002666666666666667,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00660,0,0,0.003,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu00664,0,0,0.00275,Actinobacteria,Corynebacteriaceae,Corynebacteriaceae,burns
Otu00669,0,0,0.002133333333333334,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00673,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00677,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00688,0,0,0.003,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu00761,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00762,0,0,0.0026666666666666666,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00765,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00768,0,0,0.002133333333333334,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00776,0,0,0,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu00778,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00787,0,0,0.002666666666666667,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00798,0,0,0.00275,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu00802,0,0,0.002666666666666667,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00803,0,0,0.0032,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00805,0,0,0.0032,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00824,0,0,0.002133333333333334,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu00861,0,0,0.003,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu00886,0,0,0.003,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu00907,0,0,5.333333333333335e-4,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00912,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00919,0,0,0.0032333333333333337,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00921,0,0,0.002666666666666667,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu00924,0,0,0.0032,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu00963,0,0,0.0026666666666666666,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu00974,0,0,0.003,Actinobacteria,Coriobacteriaceae,Coriobacteriaceae,burns
Otu00986,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu00993,0,0,0.003,Actinobacteria,Corynebacteriaceae,Corynebacteriaceae,burns
Otu01024,0,0,0.003,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu01043,0,0,0.002666666666666667,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu01045,0,0,0.002266666666666667,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu01058,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu01084,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu01086,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu01093,0,0,0.00275,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu01096,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu01133,0,0,0,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01142,0,0,0.00275,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01149,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu01150,0,0,0.0026666666666666666,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu01151,0,0,0.003,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu01161,0,0,0.00275,Spirochaetes,Spirochaetaceae,Spirochaetaceae,burns
Otu01233,0,0,0.00275,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu01268,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu01293,0,0,0.003,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu01311,0,0,0.002666666666666667,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu01345,0,0,0.003,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu01350,0,0,0.003,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu01378,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu01413,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu01448,0,0,0.003,Bacteroidetes,Chitinophagaceae,Chitinophagaceae,burns
Otu01456,0,0,0.003,Bacteria,Bacteria,Bacteria,burns
Otu01486,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01501,0,0,0.003,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu01549,0,0,0.003,Firmicutes,Veillonellaceae,Veillonellaceae,burns
Otu01554,0,0,0.003,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu01617,0,0,0.00275,Bacteria,Bacteria,Bacteria,burns
Otu01618,0,0,0.002666666666666667,Bacteria,Bacteria,Bacteria,burns
Otu01620,0,0,0.003,Bacteria,Bacteria,Bacteria,burns
Otu01621,0,0,0,Bacteria,Bacteria,Bacteria,burns
Otu01635,0,0,0.003,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu01654,0,0,0.003,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu01725,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu01738,0,0,0.003,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobiaceae,burns
Otu01787,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu01789,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu01792,0,0,0.00275,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu01795,0,0,0.003,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu01856,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu01883,0,0,0.003,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu01887,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01912,0,0,0.002266666666666667,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu01923,0,0,0.002266666666666667,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01925,0,0,0.002133333333333334,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01931,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu01956,0,0,0.003,Bacteroidetes,Chitinophagaceae,Chitinophagaceae,burns
Otu01976,0,0,0.003,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu01978,0,0,0.003,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu02004,0,0,0.00275,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02032,0,0,0.00275,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu02040,0,0,0.003,Firmicutes,Clostridiales,Clostridiales,burns
Otu02044,0,0,0.003,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu02048,0,0,0.003,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu02060,0,0,0.002133333333333334,Firmicutes,Firmicutes,Firmicutes,burns
Otu02114,0,0,0.002133333333333334,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu02120,0,0,0.002266666666666667,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02137,0,0,0.0032,Fusobacteria,Fusobacteriaceae,Fusobacteriaceae,burns
Otu02166,0,0,0.003333333333333334,Bacteroidetes,Prevotellaceae,Prevotellaceae,burns
Otu02189,0,0,0.00275,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu02200,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu02203,0,0,0,Bacteria,Bacteria,Bacteria,burns
Otu02206,0,0,0.003,Bacteria,Bacteria,Bacteria,burns
Otu02220,0,0,0.002133333333333334,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02223,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02250,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02289,0,0,0.0032,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu02313,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu02352,0,0,0,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu02396,0,0,0.003,Bacteroidetes,Bacteroidales,Bacteroidales,burns
Otu02398,0,0,0.0026666666666666666,Spirochaetes,Spirochaetaceae,Spirochaetaceae,burns
Otu02433,0,0,0.003,Proteobacteria,Burkholderiaceae,Burkholderiaceae,burns
Otu02463,0,0,0.003,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu02504,0,0,0.003,Actinobacteria,Propionibacteriaceae,Propionibacteriaceae,burns
Otu02527,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu02540,0,0,0.00275,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
Otu02579,0,0,0.0032,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu02668,0,0,0.002133333333333334,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02691,0,0,0.00275,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02700,0,0,0.002133333333333334,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02702,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu02734,0,0,0.002266666666666667,Firmicutes,Streptococcaceae,Streptococcaceae,burns
Otu02760,0,0,0.0026666666666666666,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02764,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02767,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu02787,0,0,0.0032,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu02793,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu02797,0,0,0.0032,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu02888,0,0,0.003,Proteobacteria,Sutterellaceae,Sutterellaceae,burns
Otu02914,0,0,0,Bacteroidetes,Rikenellaceae,Rikenellaceae,burns
Otu03007,0,0,0.003,Firmicutes,Lachnospiraceae,Lachnospiraceae,burns
Otu03174,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03216,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03248,0,0,0.003,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu03319,0,0,0.002666666666666667,Firmicutes,Ruminococcaceae,Ruminococcaceae,burns
Otu03337,0,0,0.0032,Firmicutes,Lactobacillaceae,Lactobacillaceae,burns
Otu03342,0,0,0.003,Bacteroidetes,Bacteroidaceae,Bacteroidaceae,burns
Otu03352,0,0,0.003,Firmicutes,Staphylococcaceae,Staphylococcaceae,burns
Otu03447,0,0,0,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,burns
Otu03493,0,0,0.003,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,burns
Otu03515,0,0,0,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu03518,0,0,0.003,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae,burns
Otu03537,0,0,0.002666666666666667,Bacteria,Bacteria,Bacteria,burns
Otu03540,0,0,0.0030833333333333338,Bacteria,Bacteria,Bacteria,burns
Otu03541,0,0,0.0018833333333333332,Bacteria,Bacteria,Bacteria,burns
Otu03544,0,0,0.003,Firmicutes,Clostridiales_Incertae_Sedis_XI,Clostridiales_Incertae_Sedis_XI,burns
