"study","auc","pvalue","BH"
"wang","0.762034161490683","0.609655150981045","0.731586181177254"
"weir","0.767857142857143","0.850018378452664","0.850018378452664"
"ahn","0.697471665213601","0.126661612069154","0.189992418103731"
"baxter","0.673085585585586","0.0370379442487609","0.0740758884975218"
"hale","0.566743728058909","0.00833047138664997","0.0293303937255434"
"flemer","0.584538026398492","0.00977679790851446","0.0293303937255434"
"zeller","0.79843005326605",NA,NA
