"otu","mda_median","iqr25","iqr75"
"Bacteroides",5.41669544756605,5.41669544756605,5.41669544756605
"Faecalibacterium",4.96448337202163,4.96448337202163,4.96448337202163
"Escherichia.Shigella",4.28081514055012,4.28081514055012,4.28081514055012
"Parabacteroides",3.38257659653196,3.38257659653196,3.38257659653196
"Ruminococcus2",3.30492363655605,3.30492363655605,3.30492363655605
"Blautia",2.86372064652153,2.86372064652153,2.86372064652153
"Bifidobacterium",2.72393096772967,2.72393096772967,2.72393096772967
"Porphyromonas",2.63209694694672,2.63209694694672,2.63209694694672
"Clostridium_XI",2.58940933665821,2.58940933665821,2.58940933665821
"Dorea",2.58923683479801,2.58923683479801,2.58923683479801
"Streptococcus",2.57525636153081,2.57525636153081,2.57525636153081
"Alistipes",2.52100487395893,2.52100487395893,2.52100487395893
"Acidaminococcus",2.50740195535243,2.50740195535243,2.50740195535243
"Fusobacterium",2.30642541548885,2.30642541548885,2.30642541548885
"Oscillibacter",2.27718246922773,2.27718246922773,2.27718246922773
"Flavonifractor",2.24667959974635,2.24667959974635,2.24667959974635
"Roseburia",2.22355561768573,2.22355561768573,2.22355561768573
"Ruminococcus",2.19750878789814,2.19750878789814,2.19750878789814
"Peptostreptococcus",2.16225836804875,2.16225836804875,2.16225836804875
"Collinsella",2.09496337054544,2.09496337054544,2.09496337054544
"Clostridium_IV",2.08439984902225,2.08439984902225,2.08439984902225
"Phascolarctobacterium",1.90799746857331,1.90799746857331,1.90799746857331
"Veillonella",1.86129128528087,1.86129128528087,1.86129128528087
"Megasphaera",1.4273178464497,1.4273178464497,1.4273178464497
"Clostridium_XlVb",1.36956570080216,1.36956570080216,1.36956570080216
"Lactobacillus",1.35876285738188,1.35876285738188,1.35876285738188
"Prevotella",1.28510240764783,1.28510240764783,1.28510240764783
"Dialister",1.1680876971978,1.1680876971978,1.1680876971978
"Turicibacter",1.15187620205669,1.15187620205669,1.15187620205669
"Barnesiella",1.15177575931715,1.15177575931715,1.15177575931715
"Sutterella",1.14590053950261,1.14590053950261,1.14590053950261
"Parasutterella",1.03833181882815,1.03833181882815,1.03833181882815
"Paraprevotella",0.949595788817556,0.949595788817556,0.949595788817556
"Clostridium_XlVa",0.947453740635505,0.947453740635505,0.947453740635505
"Slackia",0.917711409126879,0.917711409126879,0.917711409126879
"Odoribacter",0.846976171288095,0.846976171288095,0.846976171288095
"Akkermansia",0.840882107784713,0.840882107784713,0.840882107784713
"Bilophila",0.839037619551228,0.839037619551228,0.839037619551228
"Clostridium_sensu_stricto",0.762270384503679,0.762270384503679,0.762270384503679
"Desulfovibrio",0.723188941672251,0.723188941672251,0.723188941672251
"Butyricimonas",0.718344639608639,0.718344639608639,0.718344639608639
"Lactococcus",0.71662522792137,0.71662522792137,0.71662522792137
"Parvimonas",0.705793545153893,0.705793545153893,0.705793545153893
"Anaerococcus",0.652750752055938,0.652750752055938,0.652750752055938
"Howardella",0.646389341244,0.646389341244,0.646389341244
"Pseudoflavonifractor",0.543675702091038,0.543675702091038,0.543675702091038
"Anaerotruncus",0.499260252751914,0.499260252751914,0.499260252751914
"Campylobacter",0.315448233592662,0.315448233592662,0.315448233592662
"Eubacterium",0.289032186741952,0.289032186741952,0.289032186741952
"Cloacibacillus",0.247062012889916,0.247062012889916,0.247062012889916
"Megamonas",0.134754934453746,0.134754934453746,0.134754934453746
"Alloprevotella",0.0782784973581886,0.0782784973581886,0.0782784973581886
