"study","auc","pvalue","BH"
"brim","0.597222222222222","0.994642086186484","0.994642086186484"
"baxter","0.541240897345548","0.436585703237752","0.654878554856627"
"hale","0.475084467803442","0.0855227994483319","0.256568398344996"
"zeller","0.595945945945946",NA,NA
