"sens","spec","type","roc_type","study"
1,0,"actual_mod","best","burns"
1,0.0833333333333333,"actual_mod","best","burns"
1,0.166666666666667,"actual_mod","best","burns"
1,0.25,"actual_mod","best","burns"
1,0.333333333333333,"actual_mod","best","burns"
0.9,0.333333333333333,"actual_mod","best","burns"
0.9,0.416666666666667,"actual_mod","best","burns"
0.9,0.5,"actual_mod","best","burns"
0.9,0.583333333333333,"actual_mod","best","burns"
0.8,0.583333333333333,"actual_mod","best","burns"
0.8,0.666666666666667,"actual_mod","best","burns"
0.8,0.75,"actual_mod","best","burns"
0.8,0.833333333333333,"actual_mod","best","burns"
0.7,0.833333333333333,"actual_mod","best","burns"
0.7,0.916666666666667,"actual_mod","best","burns"
0.6,0.916666666666667,"actual_mod","best","burns"
0.5,0.916666666666667,"actual_mod","best","burns"
0.4,0.916666666666667,"actual_mod","best","burns"
0.3,0.916666666666667,"actual_mod","best","burns"
0.2,0.916666666666667,"actual_mod","best","burns"
0.1,0.916666666666667,"actual_mod","best","burns"
0.1,1,"actual_mod","best","burns"
0,1,"actual_mod","best","burns"
1,0,"actual_mod","worst","burns"
1,0.0833333333333333,"actual_mod","worst","burns"
1,0.166666666666667,"actual_mod","worst","burns"
1,0.25,"actual_mod","worst","burns"
1,0.333333333333333,"actual_mod","worst","burns"
0.9,0.333333333333333,"actual_mod","worst","burns"
0.9,0.416666666666667,"actual_mod","worst","burns"
0.9,0.5,"actual_mod","worst","burns"
0.9,0.583333333333333,"actual_mod","worst","burns"
0.9,0.666666666666667,"actual_mod","worst","burns"
0.8,0.666666666666667,"actual_mod","worst","burns"
0.7,0.666666666666667,"actual_mod","worst","burns"
0.6,0.666666666666667,"actual_mod","worst","burns"
0.6,0.75,"actual_mod","worst","burns"
0.5,0.75,"actual_mod","worst","burns"
0.5,0.833333333333333,"actual_mod","worst","burns"
0.5,0.916666666666667,"actual_mod","worst","burns"
0.4,0.916666666666667,"actual_mod","worst","burns"
0.3,0.916666666666667,"actual_mod","worst","burns"
0.3,1,"actual_mod","worst","burns"
0.2,1,"actual_mod","worst","burns"
0.1,1,"actual_mod","worst","burns"
0,1,"actual_mod","worst","burns"
1,0,"random_mod","best","burns"
1,0.0833333333333333,"random_mod","best","burns"
1,0.166666666666667,"random_mod","best","burns"
0.9,0.166666666666667,"random_mod","best","burns"
0.9,0.25,"random_mod","best","burns"
0.8,0.25,"random_mod","best","burns"
0.7,0.25,"random_mod","best","burns"
0.7,0.333333333333333,"random_mod","best","burns"
0.6,0.333333333333333,"random_mod","best","burns"
0.5,0.333333333333333,"random_mod","best","burns"
0.5,0.416666666666667,"random_mod","best","burns"
0.5,0.5,"random_mod","best","burns"
0.5,0.583333333333333,"random_mod","best","burns"
0.5,0.666666666666667,"random_mod","best","burns"
0.4,0.666666666666667,"random_mod","best","burns"
0.3,0.666666666666667,"random_mod","best","burns"
0.3,0.75,"random_mod","best","burns"
0.3,0.833333333333333,"random_mod","best","burns"
0.3,0.916666666666667,"random_mod","best","burns"
0.3,1,"random_mod","best","burns"
0.2,1,"random_mod","best","burns"
0.1,1,"random_mod","best","burns"
0,1,"random_mod","best","burns"
1,0,"random_mod","worst","burns"
1,0.0833333333333333,"random_mod","worst","burns"
1,0.166666666666667,"random_mod","worst","burns"
0.9,0.166666666666667,"random_mod","worst","burns"
0.8,0.166666666666667,"random_mod","worst","burns"
0.8,0.25,"random_mod","worst","burns"
0.8,0.333333333333333,"random_mod","worst","burns"
0.7,0.333333333333333,"random_mod","worst","burns"
0.6,0.333333333333333,"random_mod","worst","burns"
0.6,0.416666666666667,"random_mod","worst","burns"
0.6,0.5,"random_mod","worst","burns"
0.5,0.5,"random_mod","worst","burns"
0.5,0.583333333333333,"random_mod","worst","burns"
0.5,0.666666666666667,"random_mod","worst","burns"
0.5,0.75,"random_mod","worst","burns"
