"fstat","r2","pvalue","study","crc_n","not_crc_n"
1.20255688028667,0.0477156697234676,0.2515,"dejea",13,13
0.429799571600282,0.0297855538095057,0.9816,"geng",8,8
0.806923546142868,0.167866939924675,1,"burns",3,3
