"study","auc","pvalue","BH"
"brim","0.75","0.134532772384918","0.403598317154755"
"zeller","0.567837837837838","0.583043527982629","0.874565291973943"
"hale","0.531025863942621","0.992220849179189","0.992220849179189"
"baxter","0.530655391120507",NA,NA
