"study","auc","pvalue","BH"
"wang","0.716420807453416","6.67929936781269e-07","2.00378981034381e-06"
"weir","0.642857142857143","0.0669884029359266","0.0669884029359266"
"ahn","0.595357454228422","0.00055639907064825","0.0006676788847779"
"zeller","0.711802635267732","3.10394970491068e-06","6.20789940982136e-06"
"baxter","0.631171171171171","1.945084423159e-07","1.1670506538954e-06"
"flemer","0.659333752357008","0.000290849957245785","0.000436274935868678"
"hale","0.487627365356623",NA,NA
