"study","auc","pvalue","BH"
"burns","0.55","0.543132067851143","0.814698101776715"
"chen","0.580246913580247","0.898890122811643","0.898890122811643"
"sana","0.55103668261563","0.341242042669085","0.814698101776715"
"flemer","0.59870820668693",NA,NA
