"otu","mda_median","iqr25","iqr75"
"Candidatus_Saccharibacteria_unclassified",0.625936760325942,0.625936760325942,0.625936760325942
"Leuconostoc",0.369086996705453,0.369086996705453,0.369086996705453
"Clostridium_XI",0.351764920724271,0.351764920724271,0.351764920724271
"Bacillus",0.296051294672832,0.296051294672832,0.296051294672832
"Lachnospira",0.295451396652335,0.295451396652335,0.295451396652335
"Acinetobacter",0.295320431058051,0.295320431058051,0.295320431058051
"Aliidiomarina",0.272815830677526,0.272815830677526,0.272815830677526
"Arthrobacter",0.220938635121603,0.220938635121603,0.220938635121603
"Caulobacter",0.208576099043342,0.208576099043342,0.208576099043342
"Roseburia",0.207870495273899,0.207870495273899,0.207870495273899
"Delftia",0.205819602950656,0.205819602950656,0.205819602950656
"Porphyromonadaceae_unclassified",0.197776142545852,0.197776142545852,0.197776142545852
"Hyphomonadaceae_unclassified",0.193250562143905,0.193250562143905,0.193250562143905
"Brevundimonas",0.191552647556598,0.191552647556598,0.191552647556598
"Peptoniphilus",0.171315896631748,0.171315896631748,0.171315896631748
"Micrococcaceae_unclassified",0.158751288869444,0.158751288869444,0.158751288869444
"Oscillibacter",0.156156054043049,0.156156054043049,0.156156054043049
"Paracoccus",0.152708598323475,0.152708598323475,0.152708598323475
"Actinomycetales_unclassified",0.151089795792443,0.151089795792443,0.151089795792443
"Psychrobacter",0.150184393360263,0.150184393360263,0.150184393360263
"Nitriliruptor",0.143696171694227,0.143696171694227,0.143696171694227
"Sphingomonas",0.138896399838626,0.138896399838626,0.138896399838626
"Lachnospiraceae_unclassified",0.138426689854693,0.138426689854693,0.138426689854693
"Halomonas",0.132100692323784,0.132100692323784,0.132100692323784
"Halomonadaceae_unclassified",0.127234241667682,0.127234241667682,0.127234241667682
"Anaerostipes",0.123166419822008,0.123166419822008,0.123166419822008
"Stenotrophomonas",0.1163962780651,0.1163962780651,0.1163962780651
"Peptostreptococcaceae_unclassified",0.115744714528154,0.115744714528154,0.115744714528154
"Pedobacter",0.11545647957769,0.11545647957769,0.11545647957769
"Methylobacterium",0.111885521256237,0.111885521256237,0.111885521256237
"Streptococcaceae_unclassified",0.110336453611748,0.110336453611748,0.110336453611748
"Nesterenkonia",0.110293779723888,0.110293779723888,0.110293779723888
"Pseudomonas",0.107998178902655,0.107998178902655,0.107998178902655
"Firmicutes_unclassified",0.107682801803198,0.107682801803198,0.107682801803198
"Staphylococcus",0.107352678093208,0.107352678093208,0.107352678093208
"Pseudomonadales_unclassified",0.106457524888252,0.106457524888252,0.106457524888252
"Cloacibacterium",0.104267455877456,0.104267455877456,0.104267455877456
"Haemophilus",0.101367342978659,0.101367342978659,0.101367342978659
"Rothia",0.0990619756834153,0.0990619756834153,0.0990619756834153
"Vagococcus",0.0967190583400686,0.0967190583400686,0.0967190583400686
"Clostridium_XlVb",0.0962086560469936,0.0962086560469936,0.0962086560469936
"Veillonella",0.0953543969950077,0.0953543969950077,0.0953543969950077
"Lactobacillus",0.0953079625311049,0.0953079625311049,0.0953079625311049
"Neisseria",0.0944983040935672,0.0944983040935672,0.0944983040935672
"Uruburuella",0.0943988171786933,0.0943988171786933,0.0943988171786933
"Dorea",0.0933973926572224,0.0933973926572224,0.0933973926572224
"Lactococcus",0.0921199173049173,0.0921199173049173,0.0921199173049173
"Klebsiella",0.0881077697139462,0.0881077697139462,0.0881077697139462
"Chryseobacterium",0.087358196131354,0.087358196131354,0.087358196131354
"Bacteria_unclassified",0.0868301063332205,0.0868301063332205,0.0868301063332205
"Janthinobacterium",0.0867723460516939,0.0867723460516939,0.0867723460516939
"Macrococcus",0.0857034121535723,0.0857034121535723,0.0857034121535723
"Brochothrix",0.0855027376211082,0.0855027376211082,0.0855027376211082
"Enterococcus",0.0843074136218099,0.0843074136218099,0.0843074136218099
"Aeromonas",0.0840403938751308,0.0840403938751308,0.0840403938751308
"Exiguobacterium",0.082051963722552,0.082051963722552,0.082051963722552
"Clostridium_XVIII",0.0817677439880381,0.0817677439880381,0.0817677439880381
"Parabacteroides",0.0804186368384511,0.0804186368384511,0.0804186368384511
"Streptococcus",0.0803622777806988,0.0803622777806988,0.0803622777806988
"Prevotella",0.0797645336306206,0.0797645336306206,0.0797645336306206
"Aquabacterium",0.079450634038765,0.079450634038765,0.079450634038765
"Clostridiales_unclassified",0.0789072340270967,0.0789072340270967,0.0789072340270967
"Serratia",0.0768397433293886,0.0768397433293886,0.0768397433293886
"Oceanobacillus",0.0751948665949945,0.0751948665949945,0.0751948665949945
"Ruminococcaceae_unclassified",0.0733791288421723,0.0733791288421723,0.0733791288421723
"Helcococcus",0.0711079226075222,0.0711079226075222,0.0711079226075222
"Escherichia.Shigella",0.0705645332767072,0.0705645332767072,0.0705645332767072
"Rheinheimera",0.0703846324320749,0.0703846324320749,0.0703846324320749
"Dietzia",0.0703449217964698,0.0703449217964698,0.0703449217964698
"Blautia",0.0700163237966024,0.0700163237966024,0.0700163237966024
"Flavobacterium",0.0693288621337383,0.0693288621337383,0.0693288621337383
"Fusobacterium",0.0686494835487869,0.0686494835487869,0.0686494835487869
"Comamonadaceae_unclassified",0.0685045871884107,0.0685045871884107,0.0685045871884107
"Faecalibacterium",0.0683358377003114,0.0683358377003114,0.0683358377003114
"Lactobacillales_unclassified",0.0678986796657075,0.0678986796657075,0.0678986796657075
"Deinococcus",0.0673518686868687,0.0673518686868687,0.0673518686868687
"Gemmatimonas",0.066202664187191,0.066202664187191,0.066202664187191
"Ruminococcus2",0.0656019133343437,0.0656019133343437,0.0656019133343437
"Actinomyces",0.063777818984085,0.063777818984085,0.063777818984085
"Porphyromonas",0.0619898387560152,0.0619898387560152,0.0619898387560152
"Erysipelotrichaceae_unclassified",0.0615198962801904,0.0615198962801904,0.0615198962801904
"Carnobacterium",0.0610399245872358,0.0610399245872358,0.0610399245872358
"Planococcaceae_unclassified",0.060784257094142,0.060784257094142,0.060784257094142
"Parasutterella",0.0594992480034585,0.0594992480034585,0.0594992480034585
