otu,mda_median,iqr25,iqr75,study,rank
Lachnospiraceae_unclassified,3.4954340296614292,3.4954340296614292,3.4954340296614292,burns,1
Dorea,2.6006068118843673,2.6006068118843673,2.6006068118843673,burns,2
Blautia,2.2812527986289615,2.2812527986289615,2.2812527986289615,burns,3
Anaerostipes,0.950673917138933,0.950673917138933,0.950673917138933,burns,4
Coprococcus,0.5455488336397001,0.5455488336397001,0.5455488336397001,burns,5
Mogibacterium,0.17454530290830594,0.17454530290830594,0.17454530290830594,burns,6
Anaerostipes,39.17003740245938,39.17003740245938,39.17003740245938,flemer,1
Coprococcus,14.333475755582917,14.333475755582917,14.333475755582917,flemer,2
Dorea,13.912865965508724,13.912865965508724,13.912865965508724,flemer,3
Blautia,13.364389726116755,13.364389726116755,13.364389726116755,flemer,4
Lachnospiraceae_unclassified,10.908833205392272,10.908833205392272,10.908833205392272,flemer,5
Mogibacterium,6.0655654576303215,6.0655654576303215,6.0655654576303215,flemer,6
Coprococcus,2.509587532075772,2.509587532075772,2.509587532075772,chen,1
Dorea,2.3041429106840896,2.3041429106840896,2.3041429106840896,chen,2
Lachnospiraceae_unclassified,1.5809961721285255,1.5809961721285255,1.5809961721285255,chen,3
Blautia,0.8978951825951822,0.8978951825951822,0.8978951825951822,chen,4
Mogibacterium,0.6444332102537984,0.6444332102537984,0.6444332102537984,chen,5
Anaerostipes,0.5811672144848612,0.5811672144848612,0.5811672144848612,chen,6
