"otu","mda_median","iqr25","iqr75"
"Rhodobacteraceae_unclassified",1.18544841670985,1.18544841670985,1.18544841670985
"Lactobacillus",1.10700965022804,1.10700965022804,1.10700965022804
"Anaerostipes",0.811673285636689,0.811673285636689,0.811673285636689
"Ruminococcus",0.769949819136307,0.769949819136307,0.769949819136307
"Bifidobacterium",0.69098167480597,0.69098167480597,0.69098167480597
"Flavonifractor",0.684408576087164,0.684408576087164,0.684408576087164
"Prevotella",0.648869997711036,0.648869997711036,0.648869997711036
"Roseburia",0.580677455499959,0.580677455499959,0.580677455499959
"Bacteroidales_unclassified",0.554521218165439,0.554521218165439,0.554521218165439
"Lactococcus",0.52938225756226,0.52938225756226,0.52938225756226
"Comamonas",0.52349227619968,0.52349227619968,0.52349227619968
"Oxalobacteraceae_unclassified",0.493691440741122,0.493691440741122,0.493691440741122
"Paracoccus",0.493273269878226,0.493273269878226,0.493273269878226
"Mogibacterium",0.492091067906071,0.492091067906071,0.492091067906071
"Enterobacteriaceae_unclassified",0.491982044865981,0.491982044865981,0.491982044865981
"Fusobacterium",0.485188019501848,0.485188019501848,0.485188019501848
"Clostridium_XVIII",0.466030970886654,0.466030970886654,0.466030970886654
"Planococcaceae_unclassified",0.464686647012146,0.464686647012146,0.464686647012146
"Alphaproteobacteria_unclassified",0.461661658634652,0.461661658634652,0.461661658634652
"Megasphaera",0.458886225000133,0.458886225000133,0.458886225000133
"Clostridium_XI",0.452717432962233,0.452717432962233,0.452717432962233
"Faecalibacterium",0.4491065038372,0.4491065038372,0.4491065038372
"Selenomonadales_unclassified",0.446748890434413,0.446748890434413,0.446748890434413
"Methylobacterium",0.415165898517795,0.415165898517795,0.415165898517795
"Veillonellaceae_unclassified",0.41208258711368,0.41208258711368,0.41208258711368
"Sphingomonas",0.397999609158856,0.397999609158856,0.397999609158856
"Parasutterella",0.397736851481004,0.397736851481004,0.397736851481004
"Bilophila",0.390865225330315,0.390865225330315,0.390865225330315
"Blautia",0.379190084231189,0.379190084231189,0.379190084231189
"Schwartzia",0.364656265684426,0.364656265684426,0.364656265684426
"Enterococcus",0.364403743954256,0.364403743954256,0.364403743954256
"Porphyromonadaceae_unclassified",0.360093152502701,0.360093152502701,0.360093152502701
"Dorea",0.355889597597519,0.355889597597519,0.355889597597519
"Firmicutes_unclassified",0.35424042426315,0.35424042426315,0.35424042426315
"Gammaproteobacteria_unclassified",0.352076796157639,0.352076796157639,0.352076796157639
"Erysipelotrichaceae_unclassified",0.351151586877945,0.351151586877945,0.351151586877945
"Dialister",0.349811620318585,0.349811620318585,0.349811620318585
"Clostridia_unclassified",0.345548920696864,0.345548920696864,0.345548920696864
"Caulobacteraceae_unclassified",0.344032502514677,0.344032502514677,0.344032502514677
"Streptococcus",0.339661632659603,0.339661632659603,0.339661632659603
"Paraprevotella",0.336498027428832,0.336498027428832,0.336498027428832
"Bacteroidetes_unclassified",0.336241193894007,0.336241193894007,0.336241193894007
"Bacteroides",0.325289337669879,0.325289337669879,0.325289337669879
"Sporobacter",0.324513065832569,0.324513065832569,0.324513065832569
"Novosphingobium",0.313573468315943,0.313573468315943,0.313573468315943
"Coriobacteriaceae_unclassified",0.309433496215418,0.309433496215418,0.309433496215418
"Acidaminococcaceae_unclassified",0.307310428516252,0.307310428516252,0.307310428516252
"Holdemania",0.306440986666113,0.306440986666113,0.306440986666113
"Lachnospira",0.304969353371292,0.304969353371292,0.304969353371292
"Sphingomonadaceae_unclassified",0.304396936284973,0.304396936284973,0.304396936284973
"Bacteria_unclassified",0.301360841084455,0.301360841084455,0.301360841084455
"Akkermansia",0.297577169046752,0.297577169046752,0.297577169046752
"Parabacteroides",0.29032178201481,0.29032178201481,0.29032178201481
"Desulfovibrio",0.289124623068922,0.289124623068922,0.289124623068922
"Streptococcaceae_unclassified",0.288602263316722,0.288602263316722,0.288602263316722
"Veillonella",0.287369954673359,0.287369954673359,0.287369954673359
"Prevotellaceae_unclassified",0.284199406601148,0.284199406601148,0.284199406601148
"Butyricimonas",0.276488613099292,0.276488613099292,0.276488613099292
"Clostridium_sensu_stricto",0.276215534420547,0.276215534420547,0.276215534420547
"Eubacterium",0.275818763854291,0.275818763854291,0.275818763854291
"Clostridiales_unclassified",0.274821197286636,0.274821197286636,0.274821197286636
"Escherichia.Shigella",0.270596799519605,0.270596799519605,0.270596799519605
"Leuconostoc",0.269980341585595,0.269980341585595,0.269980341585595
"Cloacibacterium",0.267339316037843,0.267339316037843,0.267339316037843
"Lachnospiraceae_unclassified",0.26659983503343,0.26659983503343,0.26659983503343
"Coprococcus",0.264319860187783,0.264319860187783,0.264319860187783
