"sens","spec","auc","study"
1,0,0.745562130177515,"dejea"
0.692307692307692,0.538461538461538,0.745562130177515,"dejea"
0.692307692307692,0.615384615384615,0.745562130177515,"dejea"
0.538461538461538,1,0.745562130177515,"dejea"
0.461538461538462,1,0.745562130177515,"dejea"
0,1,0.745562130177515,"dejea"
1,0,0.5625,"geng"
0.875,0,0.5625,"geng"
0.875,0.125,0.5625,"geng"
0.875,0.25,0.5625,"geng"
0.75,0.25,0.5625,"geng"
0.75,0.375,0.5625,"geng"
0.75,0.625,0.5625,"geng"
0.625,0.625,0.5625,"geng"
0.125,0.75,0.5625,"geng"
0,1,0.5625,"geng"
1,0,1,"burns"
1,0.333333333333333,1,"burns"
1,0.666666666666667,1,"burns"
1,1,1,"burns"
0.666666666666667,1,1,"burns"
0.333333333333333,1,1,"burns"
0,1,1,"burns"
