"study","auc","pvalue","BH"
"wang","0.554541925465838","0.577419558827922","0.717443993430235"
"ahn","0.566532258064516","0.597869994525196","0.717443993430235"
"zeller","0.556910569105691","0.572332745450613","0.717443993430235"
"baxter","0.549786036036036","0.545785933959606","0.717443993430235"
"hale","0.525729942632075","0.490456081290472","0.717443993430235"
"flemer","0.599937146448774","0.718852796456577","0.718852796456577"
"weir","0.678571428571429",NA,NA
