"study","auc","pvalue","BH"
"brim",0.75,0.220848406774201,0.441696813548402
"zeller",0.539189189189189,0.822573124056107,1
"baxter",0.554601245008222,1,1
"hale",0.503867736262868,0.186072730725591,0.441696813548402
