"otu","mda_median","iqr25","iqr75","study","rank"
"Anaerostipes",8.68601635953613,8.68601635953613,8.68601635953613,"flemer","1"
"Ruminococcus2",6.67177853704173,6.67177853704173,6.67177853704173,"flemer","2"
"Ruminococcus",5.87604269812644,5.87604269812644,5.87604269812644,"flemer","3"
"Bacteria_unclassified",3.58785224556716,3.58785224556716,3.58785224556716,"flemer","4"
"Clostridiales_unclassified",3.49211782186562,3.49211782186562,3.49211782186562,"flemer","5"
"Streptococcus",3.4171811578395,3.4171811578395,3.4171811578395,"flemer","6"
"Lachnospiraceae_unclassified",2.64524941288023,2.64524941288023,2.64524941288023,"flemer","7"
"Faecalibacterium",2.16013226272761,2.16013226272761,2.16013226272761,"flemer","8"
"Coprococcus",2.10055080106528,2.10055080106528,2.10055080106528,"flemer","9"
"Ruminococcaceae_unclassified",2.07136835936603,2.07136835936603,2.07136835936603,"flemer","10"
"Blautia",1.79527931274855,1.79527931274855,1.79527931274855,"flemer","11"
"Lactobacillales_unclassified",1.77351607267126,1.77351607267126,1.77351607267126,"flemer","12"
"Parvimonas",1.7310928208726,1.7310928208726,1.7310928208726,"flemer","13"
"Fusobacterium",1.71270245090965,1.71270245090965,1.71270245090965,"flemer","14"
"Gemmiger",1.63392877288524,1.63392877288524,1.63392877288524,"flemer","15"
"Bifidobacterium",1.53060541214518,1.53060541214518,1.53060541214518,"flemer","16"
"Clostridium_IV",1.53046749759937,1.53046749759937,1.53046749759937,"flemer","17"
"Bacteroidetes_unclassified",1.45075042420546,1.45075042420546,1.45075042420546,"flemer","18"
"Enterobacteriaceae_unclassified",1.3925034140434,1.3925034140434,1.3925034140434,"flemer","19"
"Halomonas",1.37202700697335,1.37202700697335,1.37202700697335,"flemer","20"
"Clostridium_XVIII",1.25201023756805,1.25201023756805,1.25201023756805,"flemer","21"
"Dorea",1.11485543219177,1.11485543219177,1.11485543219177,"flemer","22"
"Bacteroidales_unclassified",1.10395865863941,1.10395865863941,1.10395865863941,"flemer","23"
"Porphyromonas",1.06942758413739,1.06942758413739,1.06942758413739,"flemer","24"
"Mogibacterium",1.05646912546252,1.05646912546252,1.05646912546252,"flemer","25"
"Phascolarctobacterium",0.986201425928457,0.986201425928457,0.986201425928457,"flemer","26"
