"act_mean_auc","act_sd_auc","rand_mean_auc","rand_sd_auc","pvalue","study"
0.48575,0.208863953890009,0.809074074074074,0.176810433890449,1.1962118317094e-23,"brim"
0.434883333333333,0.0348399056194046,0.431851851851852,0.0410740207892779,0.586105024311657,"zeller"
0.575729562263502,0.00568071392411231,0.551976350189198,0.0148113813072761,4.79511820724999e-27,"baxter"
0.5,0,0.5,0,1,"hale"
