"est","lower","upper","pvalue","measure","study"
0,0,4.01380166409212,0.296269871484286,"Acidaminococcaceae_unclassified","brim"
0.2,0.0196311962234467,2.33192021344249,0.220671361919847,"Acidaminococcus","brim"
Inf,0.249116950553242,Inf,0.296269871484286,"Actinobacteria_unclassified","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Actinomyces","brim"
25,1.51727921848066,411.921545083737,0.0209213353377941,"Actinomycetales_unclassified","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Akkermansia","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Alistipes","brim"
0,0,4.01380166409212,0.296269871484286,"Allisonella","brim"
Inf,0.249116950553242,Inf,0.296269871484286,"Anaerococcus","brim"
Inf,0.563410329032401,Inf,0.121335250358483,"Anaerofustis","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Anaerotruncus","brim"
1,0.0799706977233107,12.504580158346,1,"Arcobacter","brim"
1,0.0799706977233107,12.504580158346,1,"Atopobium","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Bacteria_unclassified","brim"
1,0.115639305569842,8.6475787369376,1,"Bacteroidales_unclassified","brim"
1,0.115639305569842,8.6475787369376,1,"Bacteroides","brim"
0,0,1.77447519451394,0.121335250358483,"Bacteroidetes_unclassified","brim"
0.2,0.0196311962234467,2.33192021344249,0.220671361919847,"Barnesiella","brim"
1,0.0799706977233107,12.504580158346,1,"Betaproteobacteria_unclassified","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Bifidobacterium","brim"
1,0.115639305569842,8.6475787369376,1,"Bilophila","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Blautia","brim"
2,0.219784731822166,17.8929997124681,0.558184649422657,"Burkholderiales_unclassified","brim"
Inf,0.563410329032401,Inf,0.121335250358483,"Butyricicoccus","brim"
0,0,1.77447519451394,0.121335250358483,"Butyricimonas","brim"
1,0.108799462234131,9.19122190004995,1,"Campylobacter","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Candidatus_Saccharibacteria_unclassified","brim"
0,0,4.01380166409212,0.296269871484286,"Catenibacterium","brim"
Inf,0.563410329032401,Inf,0.121335250358483,"Cloacibacillus","brim"
2,0.219784731822166,17.8929997124681,0.558184649422657,"Cloacibacterium","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Clostridia_unclassified","brim"
2,0.219784731822166,17.8929997124681,0.558184649422657,"Clostridiaceae_1_unclassified","brim"
1,0.115639305569842,8.6475787369376,1,"Clostridiales_unclassified","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Clostridium_IV","brim"
0.5,0.0558877782411846,4.54990659136926,0.558184649422657,"Clostridium_sensu_stricto","brim"
1,0.115639305569842,8.6475787369376,1,"Clostridium_XI","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Clostridium_XlVa","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Clostridium_XlVb","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Clostridium_XVIII","brim"
0.25,0.025667895566916,2.43494835161157,0.248213078989924,"Collinsella","brim"
4,0.410686329070656,38.9591736257851,0.248213078989924,"Coprobacillus","brim"
1,0.115639305569842,8.6475787369376,1,"Coriobacteriaceae_unclassified","brim"
Inf,0.249116950553242,Inf,0.296269871484286,"Corynebacterium","brim"
