"study","auc","pvalue","BH"
"wang","0.741071428571429","0.951064186904542","0.973233103756988"
"weir","0.75","0.973233103756988","0.973233103756988"
"ahn","0.5493679163034","0.000387585769127831","0.00116275730738349"
"zeller","0.794878048780488","0.383134023476187","0.574701035214281"
"hale","0.546946897152096","0.00988694425453445","0.0197738885090689"
"flemer","0.417976115650534","4.05064852747212e-06","2.43038911648327e-05"
"baxter","0.74469476744186",NA,NA
