otu,mda_median,iqr25,iqr75,phylum,family,genus,study
Otu0048,3.303759276376317,3.14062474127387,3.429213775348983,Firmicutes,Peptostreptococcaceae,Peptostreptococcus,wang
Otu0007,2.3885447074728114,2.236051330886268,2.538243743836695,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0003,1.6139455771125242,1.5101418496878036,1.6996164357908363,Firmicutes,Lachnospiraceae,Blautia,wang
Otu0015,1.4109231545599241,1.3350200834210473,1.5267618913589207,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,wang
Otu0004,1.2614476859416957,1.2064539946515584,1.3357318742680158,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0002,1.1725578139830972,1.1067792632130313,1.2341844692796446,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0017,1.0584479846805712,0.9803895662092053,1.1291553149678262,Firmicutes,Enterococcaceae,Enterococcus,wang
Otu0012,1.0432833923235063,0.956130583272616,1.1079661547797783,Firmicutes,Lachnospiraceae,Roseburia,wang
Otu0047,1.0028258819186342,0.9422017769105153,1.0725308085959764,Proteobacteria,Enterobacteriaceae,Klebsiella,wang
Otu0027,0.8060863313438809,0.7566692082999287,0.880445425021541,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,wang
Otu0242,0.7964126794880813,0.7356090765912562,0.86154746404189,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0001,0.7534719419620166,0.701722315356858,0.8210650475969098,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0098,0.713586282827906,0.6569625201764354,0.7656528465759079,Proteobacteria,Enterobacteriaceae,Klebsiella,wang
Otu0069,0.6896377791694799,0.6279671748262785,0.7517359760365765,Firmicutes,Streptococcaceae,Streptococcus,wang
Otu0005,0.6824959147837832,0.6351473797044933,0.7335328959068931,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0013,0.6707682908833797,0.6297223746303253,0.7256559582416655,Firmicutes,Lachnospiraceae,Clostridium_XlVa,wang
Otu0014,0.6636184271888145,0.6100452930512931,0.7302535648949964,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0021,0.6364273378634465,0.5798653547786929,0.6722643541810208,Firmicutes,Acidaminococcaceae,Phascolarctobacterium,wang
Otu0019,0.6355997556805117,0.575255258177319,0.6982804192235726,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0130,0.5822479769045734,0.5448267909605582,0.639945734962705,Firmicutes,Leuconostocaceae,Weissella,wang
Otu0020,0.5718552050080432,0.5218136191272064,0.6527522227249878,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0011,0.5699399853033531,0.5153080118036282,0.6168879534112532,Firmicutes,Lachnospiraceae,Dorea,wang
Otu0064,0.5598337426516051,0.5182023141784026,0.61803640720499875,Firmicutes,Firmicutes,Firmicutes,wang
Otu0016,0.5457521351964205,0.5010836300929711,0.5889854303113424,Firmicutes,Peptostreptococcaceae,Clostridium_XI,wang
Otu0033,0.5311714619360766,0.4812875480692581,0.5715845596316166,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,wang
Otu0008,0.5289339118349727,0.49283751102631895,0.5755987706805974,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0045,0.5222762703488864,0.47131288621828615,0.559206175936392,Firmicutes,Ruminococcaceae,Flavonifractor,wang
Otu0018,0.5114034306346753,0.4687159314093176,0.5610430189865022,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0024,0.49434894141882363,0.4516306543419894,0.5421198043086052,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0032,0.48088563099920145,0.43475093888743316,0.5290462371376424,Bacteroidetes,Porphyromonadaceae,Parabacteroides,wang
Otu0051,0.44776313292553227,0.3988233084234441,0.48445768724113947,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0039,0.44448338374681096,0.3866140423414681,0.5149168981144798,Bacteroidetes,Porphyromonadaceae,Parabacteroides,wang
Otu0038,0.40364295278357476,0.3615815184039947,0.43559986972846804,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,wang
Otu0080,0.38863466529015234,0.3532742993953423,0.4636076935960273,Firmicutes,Clostridiales,Clostridiales,wang
Otu0043,0.37494290578294637,0.3428417877384002,0.41954346617504357,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0009,0.3635743930581916,0.3299473014846718,0.3876931232960523,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0042,0.35929805873571324,0.31341379633448707,0.4001824895783278,Firmicutes,Streptococcaceae,Streptococcus,wang
Otu0035,0.35621472444197155,0.3108614412792442,0.39334030643928,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0046,0.3515086116916427,0.3171008247831195,0.39341876515927265,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0022,0.34653219284838344,0.3141879291345874,0.38238804776196594,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0097,0.33902402838933604,0.30185123184979634,0.3916353009574951,Proteobacteria,Enterobacteriaceae,Enterobacteriaceae,wang
Otu0010,0.3250921920653027,0.2888048674704564,0.36398569544089665,Fusobacteria,Fusobacteriaceae,Fusobacterium,wang
Otu0061,0.3236627417659557,0.2911445770762792,0.36124200964832,Bacteroidetes,Porphyromonadaceae,Parabacteroides,wang
Otu0070,0.3113858468203864,0.2778806151125136,0.3519941855437771,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0055,0.29952017769801587,0.2610450396045669,0.33381779628656527,Proteobacteria,Sutterellaceae,Parasutterella,wang
Otu0294,0.2905388818310307,0.2549420871884005,0.3289579613347693,Firmicutes,Veillonellaceae,Dialister,wang
Otu0052,0.2886992520240956,0.2572457545195449,0.32701509236834386,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0044,0.2849611942447637,0.2656478648898145,0.32274701829499974,Firmicutes,Erysipelotrichaceae,Clostridium_XVIII,wang
Otu0025,0.2789218045228995,0.25418810665011393,0.32409392833162526,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0028,0.2602666179662937,0.23826094705117232,0.2920671958555028,Actinobacteria,Coriobacteriaceae,Collinsella,wang
Otu0034,0.2555670303786764,0.22460994490109118,0.2866128242654697,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0118,0.2554513643361057,0.23466492983463863,0.2872978428445656,Firmicutes,Erysipelotrichaceae,Turicibacter,wang
Otu0054,0.2543419656627689,0.22785956659905393,0.2832864511172164,Firmicutes,Ruminococcaceae,Oscillibacter,wang
Otu0029,0.24306152717251597,0.21185888996114813,0.2717486626855985,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0166,0.2415830501688391,0.20880239085278096,0.28192960112086785,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0088,0.24104948429522224,0.22276542949937161,0.2698805071591205,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0041,0.23937849862342586,0.21724044008680843,0.2694833564280091,Firmicutes,Ruminococcaceae,Ruminococcus,wang
Otu0068,0.23721099374358065,0.20911561276673132,0.26815540980191,Firmicutes,Streptococcaceae,Streptococcus,wang
Otu0050,0.23451103727588005,0.2081175829307851,0.2588083103317349,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0116,0.22698822962025264,0.20315547039905402,0.2562177452159773,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0023,0.21886926569367698,0.1953770323035059,0.24757094883034864,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0082,0.2182271107813749,0.18817059125292204,0.24055381016025063,Firmicutes,Clostridiales,Clostridiales,wang
Otu0062,0.2156206719440463,0.19082584404005526,0.2393900886562077,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0122,0.21005660331015544,0.1787323310810996,0.2399163878259174,Actinobacteria,Coriobacteriaceae,Eggerthella,wang
Otu0053,0.20897414379984813,0.18885110693171592,0.23601748675040074,Bacteria,Bacteria,Bacteria,wang
Otu0063,0.20751324131793403,0.18035129494905516,0.2329553876078008,Firmicutes,Clostridiales,Clostridiales,wang
Otu0026,0.20602440220050988,0.1765509662845456,0.22641704102599391,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0036,0.2012875394773045,0.17112649116283998,0.22901780997428123,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0058,0.19989769511242106,0.1751512562526018,0.22509279851833897,Firmicutes,Erysipelotrichaceae,Erysipelotrichaceae,wang
Otu0077,0.19699919659534712,0.16746686242762213,0.22335244151908654,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0059,0.1941269710710518,0.17188494194713144,0.21095091339307392,Bacteria,Bacteria,Bacteria,wang
Otu0202,0.18579581688658986,0.1642820630348327,0.21521695494310844,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,wang
Otu0110,0.1832734116040073,0.15667223276645284,0.20648639163810892,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0071,0.1823534355461845,0.15553349204382677,0.20462652481176996,Firmicutes,Ruminococcaceae,Oscillibacter,wang
Otu0086,0.18234388691029,0.16113922974058256,0.20055723890910837,Firmicutes,Ruminococcaceae,Ruminococcus,wang
Otu0105,0.17988594990723084,0.15826383992997206,0.2127233958818551,Bacteroidetes,Porphyromonadaceae,Odoribacter,wang
Otu0006,0.17713760004611734,0.15947188164404089,0.1908073800481691,Bacteroidetes,Prevotellaceae,Prevotella,wang
Otu0140,0.17596398029949772,0.14955672807383494,0.19713608495249674,Bacteroidetes,Porphyromonadaceae,Butyricimonas,wang
Otu0099,0.1725879831134844,0.1514918438519578,0.19233335176201952,Proteobacteria,Desulfovibrionaceae,Bilophila,wang
Otu0131,0.17075891150890618,0.15192366216758507,0.20029188242192955,Firmicutes,Clostridiales,Clostridiales,wang
Otu0078,0.16968893462299792,0.14603966516555078,0.19445870548482408,Actinobacteria,Coriobacteriaceae,Collinsella,wang
Otu0084,0.16556913024957348,0.14428696558850365,0.19182321948657816,Bacteria,Bacteria,Bacteria,wang
Otu0056,0.16372544131671957,0.1362563699306608,0.19250497827709742,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0085,0.1582939506687247,0.14007016173243825,0.17727181227111002,Firmicutes,Clostridiaceae_,Clostridiaceae_,wang
Otu0113,0.15764265142341596,0.13941950829439545,0.18099436352548887,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0133,0.15736416549602067,0.13347142291678635,0.17608378929915208,Bacteria,Bacteria,Bacteria,wang
Otu0104,0.15549308231252407,0.12455312193701291,0.17408729342258555,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0049,0.154157171032209,0.13095954374341942,0.1755115774574193,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0095,0.15043237871715937,0.1295550582164342,0.17306796368553004,Firmicutes,Clostridiales,Clostridiales,wang
Otu0134,0.14742825588294112,0.125333535676317,0.16768570285295387,Firmicutes,Clostridiales,Clostridiales,wang
Otu0141,0.14254149618786513,0.12475555319002524,0.16422858267347668,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0148,0.14088444718965448,0.11758458244802249,0.16395671159714342,Firmicutes,Clostridiales,Clostridiales,wang
Otu0037,0.13984659699795426,0.11760063009338806,0.15593986292662515,Bacteroidetes,Prevotellaceae,Prevotella,wang
Otu0146,0.1388910136588409,0.1207587400902207,0.16390286255151812,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0065,0.13706796654577003,0.11443847267110925,0.16031980039455873,Firmicutes,Veillonellaceae,Dialister,wang
Otu0216,0.13439800847168953,0.11747736475356717,0.15419000276106737,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0128,0.1322758644352971,0.1136963208635301,0.1539982935692666,Bacteroidetes,Porphyromonadaceae,Parabacteroides,wang
Otu0067,0.13084561289079222,0.1122377565520965,0.15168842895975393,Bacteria,Bacteria,Bacteria,wang
Otu0234,0.13004120756005355,0.11534703725312775,0.15240367082536532,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0171,0.12814637742914303,0.10762922406982608,0.14420702733197904,Firmicutes,Streptococcaceae,Streptococcus,wang
Otu0332,0.1254991003625342,0.10564566191785027,0.15507032202866514,Firmicutes,Erysipelotrichaceae,Clostridium_XVIII,wang
Otu0129,0.12243791321303132,0.10490244000499563,0.14267106143158698,Firmicutes,Clostridiaceae_,Clostridium_sensu_stricto,wang
Otu0150,0.12191719006910333,0.1029156782026675,0.13906077759843577,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0145,0.11991159254103045,0.1034113422939799,0.13706805933664878,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0073,0.11984604523816011,0.10205311129959282,0.13989972333929498,Bacteria,Bacteria,Bacteria,wang
Otu0190,0.11983099583010737,0.09322113084455802,0.13957569183471252,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0165,0.11790436977754623,0.09897924029341498,0.1361668758866274,Firmicutes,Veillonellaceae,Veillonella,wang
Otu0221,0.11737113894532383,0.09889144605750573,0.1434504845196246,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0072,0.11676622797347852,0.10198452752084132,0.1330222530334659,Bacteroidetes,Prevotellaceae,Prevotella,wang
Otu0079,0.11302950521228156,0.09117738964857192,0.12532292821553118,Proteobacteria,Sutterellaceae,Sutterella,wang
Otu0192,0.11236230398489724,0.09424176544055464,0.13570378253748477,Firmicutes,Ruminococcaceae,Flavonifractor,wang
Otu0089,0.11112666034703758,0.09278320564825812,0.12780871145302694,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0139,0.11001306930851312,0.09608755094707815,0.1305324308929493,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0074,0.10938202925899963,0.09060798593543772,0.1224292776469124,Verrucomicrobia,Verrucomicrobiaceae,Akkermansia,wang
Otu0226,0.10897973579645664,0.09192670434648811,0.12706173089313416,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0209,0.10649091221007777,0.08664835161054868,0.12278352662082938,Bacteria,Bacteria,Bacteria,wang
Otu0076,0.1060840893195944,0.08862502605840726,0.11845335232020829,Bacteria,Bacteria,Bacteria,wang
Otu0030,0.10534240213900592,0.08675524509663275,0.12188922849206643,Bacteroidetes,Prevotellaceae,Prevotella,wang
Otu0195,0.10462542493817559,0.08696708169259221,0.1206624785570367,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0163,0.10411851976143108,0.08475639048973344,0.12457395833709164,Bacteroidetes,Porphyromonadaceae,Barnesiella,wang
Otu0167,0.1034367389192691,0.08700315258525833,0.12205271802058142,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0233,0.10316375926597111,0.0853274696822974,0.12087651052101155,Firmicutes,Eubacteriaceae,Eubacteriaceae,wang
Otu0123,0.1031291430153796,0.08650537206745225,0.12284893888857427,Firmicutes,Clostridiales,Clostridiales,wang
Otu0220,0.10162369170171964,0.0906459292350803,0.12344469188644198,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0155,0.09600502041993453,0.08260869615535055,0.11000023206102949,Bacteria,Bacteria,Bacteria,wang
Otu0182,0.09181158887186619,0.07947952508902066,0.11409380964260599,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0090,0.0898877697776616,0.07453528949572634,0.10995968249956131,Bacteria,Bacteria,Bacteria,wang
Otu0247,0.0896131022215187,0.07826059552908178,0.10266750470677395,Firmicutes,Ruminococcaceae,Ruminococcus,wang
Otu0154,0.0857880944739027,0.06717079339117121,0.10160825725239686,Firmicutes,Clostridiales,Clostridiales,wang
Otu0244,0.08535290768566574,0.0642103557014443,0.10424240265835363,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0109,0.08465597043888694,0.07021312212834344,0.09892277408404049,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,wang
Otu0169,0.08401173919063352,0.07316113336024545,0.10911398241450318,Firmicutes,Veillonellaceae,Allisonella,wang
Otu0158,0.0831627973109005,0.07229720117274657,0.09567269563680053,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0200,0.08200167526686264,0.06730081297306229,0.09489413393541649,Proteobacteria,Pasteurellaceae,Haemophilus,wang
Otu0253,0.08190291490417972,0.0633966579004797,0.1000788758814341,Firmicutes,Clostridiales,Clostridiales,wang
Otu0087,0.08146587732143828,0.07137123537237702,0.0970992549371382,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0265,0.08097602789258987,0.06721152913617345,0.10332587413638546,Firmicutes,Ruminococcaceae,Ruminococcus,wang
Otu0331,0.08095436283767543,0.06402068327152378,0.09795856716892064,Bacteria,Bacteria,Bacteria,wang
Otu0102,0.08015070578228237,0.06930172229239209,0.09721753589871698,Bacteria,Bacteria,Bacteria,wang
Otu0211,0.08006906623449372,0.0686678397783721,0.09842120162626669,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0173,0.07883210442668837,0.06511825811874176,0.09393351216544284,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0222,0.07838799761283663,0.06683433230898206,0.09524462766433316,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0093,0.07820419986276894,0.05918890028145988,0.09736072211142083,Firmicutes,Firmicutes,Firmicutes,wang
Otu0135,0.07778748808294875,0.06591999031277027,0.09528283057585993,Bacteroidetes,Porphyromonadaceae,Parabacteroides,wang
Otu0333,0.07559031854726414,0.05765452050745465,0.09327962913815388,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0334,0.07326894546860269,0.060682966801682406,0.08755881112181052,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0161,0.07116267003692867,0.055003632761883206,0.08581853286541849,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0288,0.06720595600446713,0.05563844987635724,0.08386889979368918,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0273,0.06534515365130522,0.05372506072985446,0.07823183626746652,Firmicutes,Erysipelotrichaceae,Holdemania,wang
Otu0290,0.06466484154654233,0.0520391234663363,0.0826336706590953,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0269,0.0640607133424754,0.052567912580859764,0.07452228308627777,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0040,0.06365442569610161,0.052045937453720895,0.07672254319189518,Firmicutes,Veillonellaceae,Megamonas,wang
Otu0374,0.06231590655686491,0.046742651257138695,0.07313271111295941,Firmicutes,Lachnospiraceae,Dorea,wang
Otu0343,0.06204460316809602,0.049691970852723186,0.07316591101896755,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0229,0.06065093050743377,0.05214771473090336,0.07152579777247017,Proteobacteria,Betaproteobacteria,Betaproteobacteria,wang
Otu0160,0.06044050144401033,0.05215016550904652,0.07127383429378911,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0270,0.05683834123223162,0.044066492314775885,0.06888696667727287,Firmicutes,Streptococcaceae,Lactococcus,wang
Otu0412,0.05501856941074391,0.044373661338430785,0.06752327550529674,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0170,0.05463968071224837,0.04122949947901683,0.06965152075061537,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0204,0.05461792074688418,0.040070963396914516,0.06413880615122794,Firmicutes,Lachnospiraceae,Blautia,wang
Otu0285,0.054445963072860946,0.04637875583117886,0.06984114354646108,Bacteroidetes,Bacteroidaceae,Bacteroides,wang
Otu0277,0.05100861293568385,0.04200700822302313,0.062159353611831995,Firmicutes,Streptococcaceae,Streptococcaceae,wang
Otu0241,0.04780131242322709,0.034763425445014665,0.05815869106132587,Firmicutes,Clostridiales,Clostridiales,wang
Otu0342,0.046161154613418055,0.03558558900364678,0.054226786379409454,Firmicutes,Lachnospiraceae,Roseburia,wang
Otu0345,0.04614316088330185,0.03456580433182971,0.057585674243162036,Firmicutes,Firmicutes,Firmicutes,wang
Otu0215,0.04552103247296256,0.036566222297145005,0.05642316243397835,Actinobacteria,Coriobacteriaceae,Coriobacteriaceae,wang
Otu0232,0.04438965174715966,0.03487062475381622,0.05284338481905805,Firmicutes,Streptococcaceae,Streptococcus,wang
Otu0283,0.04313405652053169,0.03486614076212718,0.05553525046903783,Firmicutes,Lachnospiraceae,Blautia,wang
Otu0320,0.04293375877997207,0.035741656714790154,0.054772801060616466,Firmicutes,Lachnospiraceae,Blautia,wang
Otu0219,0.04254488582835654,0.034162274285777776,0.05594907001476221,Bacteroidetes,Porphyromonadaceae,Butyricimonas,wang
Otu0258,0.04235274732193964,0.03460216762852479,0.057582232139626155,Bacteroidetes,Porphyromonadaceae,Butyricimonas,wang
Otu0275,0.04173302068715762,0.03115823527034457,0.05391969341041836,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0217,0.04160532254544259,0.031121961810241187,0.05035491230088272,Firmicutes,Erysipelotrichaceae,Holdemania,wang
Otu0347,0.039729580887968435,0.030652711607222997,0.04709367876885194,Firmicutes,Lachnospiraceae,Blautia,wang
Otu0304,0.03925623356165736,0.030488112302630477,0.04881927858566837,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0136,0.03909533515792368,0.02918929317100606,0.050066813303725866,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0302,0.038367444553171065,0.03223890899015293,0.04587196690743059,Firmicutes,Clostridiales,Clostridiales,wang
Otu0240,0.037897073960087777,0.02833972366093959,0.050406597753922464,Bacteroidetes,Rikenellaceae,Alistipes,wang
Otu0397,0.032495468328259086,0.02604987038342384,0.04316421596313978,Actinobacteria,Coriobacteriaceae,Gordonibacter,wang
Otu0303,0.029247843696715653,0.024088214947719726,0.03882345532813579,Firmicutes,Clostridiales,Clostridiales,wang
Otu0425,0.029105594890179016,0.02204411265336108,0.035207237232953104,Firmicutes,Ruminococcaceae,Faecalibacterium,wang
Otu0328,0.029072698312059636,0.020699076883921468,0.03817118208305244,Firmicutes,Lachnospiraceae,Lachnospiraceae,wang
Otu0299,0.027274852185043413,0.017675443722943718,0.03404443213989005,Actinobacteria,Actinomycetaceae,Actinomyces,wang
Otu0327,0.024529532749225653,0.01832128836094788,0.03530421177096358,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0312,0.020367917793724218,0.01340055033089517,0.027385261119654163,Firmicutes,Ruminococcaceae,Ruminococcaceae,wang
Otu0353,0.019284886527927265,0.012384654321515528,0.02698567372447818,Bacteria,Bacteria,Bacteria,wang
Otu0481,0.016356011917926315,0.010516278329226919,0.02244229296486466,Bacteroidetes,Prevotellaceae,Prevotella,wang
Otu00011,2.6127124856505457,2.5087261194861967,2.7333076446111564,Firmicutes,Ruminococcaceae,Ruminococcaceae,ahn
Otu00006,2.143064951787153,2.0621862672509654,2.2450436569320003,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00032,1.8610135882518353,1.7382917086048915,1.97179661444592,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00012,1.8101128184193294,1.7061648242556284,1.8970435576675757,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,ahn
Otu00003,1.8048222929737414,1.7234887566907946,1.8998777567450553,Firmicutes,Ruminococcaceae,Faecalibacterium,ahn
Otu00008,1.7577756554302406,1.6791993523525974,1.8465637993765942,Bacteroidetes,Bacteroidaceae,Bacteroides,ahn
Otu00002,1.4147145817686404,1.324552103377215,1.468708027277113,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00017,1.3067333943057169,1.2394314104099369,1.3647987516634972,Bacteroidetes,Bacteroidaceae,Bacteroides,ahn
Otu00001,1.249638793642868,1.161979994750953,1.3137402283006574,Firmicutes,Lachnospiraceae,Blautia,ahn
Otu00004,1.235137158966137,1.1618551394272785,1.30161475180767,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00021,1.0882479487051109,1.0121808388311684,1.1523483555965088,Firmicutes,Streptococcaceae,Streptococcus,ahn
Otu00009,0.9574861145659314,0.8956431019729111,1.017614836945158,Firmicutes,Lachnospiraceae,Ruminococcus,ahn
Otu00022,0.9496249442325438,0.8742921071506919,0.9967091968789691,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,ahn
Otu00005,0.9238455017701988,0.8704650762659226,0.975382317091831,Bacteroidetes,Bacteroidaceae,Bacteroides,ahn
Otu00139,0.9011737567234965,0.8377153011236174,0.9645576824959881,Firmicutes,Ruminococcaceae,Clostridium_IV,ahn
Otu00040,0.8962746403882229,0.8349894307109726,0.9445331260041019,Firmicutes,Clostridiales,Clostridiales,ahn
Otu00050,0.8579434669608474,0.7967807528412352,0.9294970932353178,Bacteroidetes,Bacteroidaceae,Bacteroides,ahn
Otu00010,0.8574895521716394,0.7858712298280702,0.8928498013739727,Firmicutes,Ruminococcaceae,Ruminococcaceae,ahn
Otu00007,0.8454356502096887,0.7938660534571234,0.898874045568121,Firmicutes,Peptostreptococcaceae,Clostridium_XI,ahn
Otu00060,0.7692103339355207,0.7141521282990784,0.8176783372813297,Bacteroidetes,Porphyromonadaceae,Parabacteroides,ahn
Otu00014,0.7515896873692318,0.7035324776247673,0.7922571351534997,Firmicutes,Streptococcaceae,Streptococcus,ahn
Otu00013,0.7367166984828186,0.6781277140644011,0.7877398225340275,Firmicutes,Lachnospiraceae,Dorea,ahn
Otu00016,0.73397052143769,0.6846216329213041,0.7763672893954562,Firmicutes,Lachnospiraceae,Dorea,ahn
Otu00128,0.732284265321002,0.6646063011999231,0.7975771065986759,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00047,0.6752800965934126,0.6272207369773513,0.7225738591556701,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00019,0.6722676614637838,0.618067116720094,0.7311901913295804,Firmicutes,Lachnospiraceae,Lachnospira,ahn
Otu00038,0.6719210529349913,0.6351296341713518,0.7143873403868082,Firmicutes,Acidaminococcaceae,Phascolarctobacterium,ahn
Otu00043,0.6542686950102339,0.5964932466126663,0.6980014688467747,Firmicutes,Ruminococcaceae,Ruminococcaceae,ahn
Otu00099,0.6400247117318674,0.5841161753936782,0.6952791699814047,Firmicutes,Veillonellaceae,Veillonella,ahn
Otu00031,0.6373683779822161,0.5858504534048583,0.6938485131351995,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00042,0.6038585113447202,0.556980053301308,0.6552879113292918,Bacteroidetes,Rikenellaceae,Alistipes,ahn
Otu00085,0.6034227127026627,0.5505004068329555,0.6565782706872952,Firmicutes,Ruminococcaceae,Ruminococcaceae,ahn
Otu00051,0.600713582859322,0.5524257283015854,0.6437661100846609,Firmicutes,Streptococcaceae,Streptococcus,ahn
Otu00041,0.5985215443609722,0.5557773431196489,0.6432825413677599,Firmicutes,Ruminococcaceae,Butyricicoccus,ahn
Otu00056,0.5938475856372756,0.5631841634852178,0.6418278220223663,Bacteroidetes,Porphyromonadaceae,Parabacteroides,ahn
Otu00044,0.589308029179864,0.5505537153035651,0.6508456943906192,Bacteroidetes,Bacteroidaceae,Bacteroides,ahn
Otu00080,0.5829503885175373,0.5221841399721922,0.6460273714577792,Proteobacteria,Pasteurellaceae,Haemophilus,ahn
Otu00015,0.5792948800138279,0.5408116272314389,0.6221354073637732,Firmicutes,Ruminococcaceae,Ruminococcaceae,ahn
Otu00053,0.5786705282900455,0.5293299941339737,0.6267372739866707,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00125,0.5682138752381369,0.5293959541215779,0.6087001238671325,Firmicutes,Lachnospiraceae,Lachnospiraceae,ahn
Otu00065,0.5522368525076389,0.5131520081535026,0.6146783614332625,Bacteria,Bacteria,Bacteria,ahn
