otu,mda_median,iqr25,iqr75
Otu00180,0.49666266633445755,0.42234386394852397,0.5636594751993407
Otu00199,0.4022079873232187,0.3649432979989019,0.455432049540881
Otu00145,0.34207165524975675,0.28293315389220003,0.39391016843556237
Otu00036,0.2724238409924268,0.225792732601983,0.33054973889217454
Otu00063,0.25463182838219744,0.21261550682831892,0.29002743455262925
Otu00068,0.24983941161598863,0.21239144054498157,0.2941205633336682
Otu00046,0.2469866318468819,0.1939386010956401,0.2985694833683967
Otu00011,0.23448584957289847,0.20473556524098516,0.27195037821826484
Otu00093,0.23421194051094052,0.20188599233558108,0.27427619450717033
Otu00020,0.2318194379117987,0.1973115325315302,0.26990056359910414
Otu00089,0.228827727856321,0.20244503217615475,0.27132605273576027
Otu00010,0.22625594330155174,0.18830930282660407,0.273009235361189
Otu00102,0.22316834979878417,0.18934287539504235,0.26410377983160027
Otu00038,0.21064409259509603,0.17633334334792408,0.2529212610463313
Otu00075,0.19984154246450125,0.1692649629365686,0.23216485772671855
Otu00001,0.1956090204952201,0.17294551310186565,0.22151869001631594
Otu00262,0.190646674047849,0.17244624994969524,0.2313368096280217
Otu00091,0.1874454609922412,0.16006501838265105,0.21392996731544944
Otu00074,0.18535218605527792,0.16010635950284247,0.20889567971345957
Otu00917,0.18342892950723555,0.1549365475013859,0.20721697422470348
Otu00033,0.17581726826946759,0.12873232282910463,0.20190996387491206
Otu00079,0.17516401947764687,0.14025753873633817,0.2025019394647194
Otu00056,0.1714683979857321,0.1341316678222954,0.2000080787285163
Otu00445,0.16716430765387214,0.14002517202785275,0.19350044432500157
Otu00045,0.16248809967063618,0.1445531242515768,0.192739675649534
Otu00131,0.15810837323496246,0.12976168935943716,0.18891845186379935
Otu00125,0.15279662503583807,0.1225287717258678,0.18220398294813417
Otu00021,0.14959936856116893,0.12341148676750988,0.17481502973359433
Otu00039,0.14956861578060204,0.11812807823954219,0.17647767453898444
Otu01094,0.14935086058953717,0.12717451195614474,0.1720508854297998
Otu00031,0.14717665765232335,0.12483503437361275,0.17063974707496535
Otu00088,0.1399465599028578,0.11335391814154419,0.16769536707795005
Otu00005,0.13992766598083536,0.1135763616129137,0.16514892307314694
Otu00047,0.13989913729450326,0.11235257066704926,0.18216286316794994
Otu00211,0.13857989321991582,0.11607988268099421,0.16100457365785548
Otu00004,0.13667029439993722,0.11666748043896367,0.16849053870240038
Otu00040,0.1358045296279503,0.11160429586835055,0.17128265046954197
Otu00110,0.13435002029027968,0.10834569862959631,0.16217708364578612
Otu00060,0.13429389862916113,0.10278962302697589,0.16728896513783786
Otu00032,0.13315234530341657,0.10431123376956822,0.16236943840313636
Otu00159,0.13239982974930767,0.09887853769445652,0.15272443122119778
Otu00515,0.13199029248312694,0.10623560426811408,0.1633871441386669
Otu00280,0.13119791842306533,0.10538645942698388,0.16141604374073834
Otu00026,0.13022430025065712,0.1051486879421819,0.14760884534250493
Otu00462,0.12853482681542552,0.1077212931905088,0.15620275177715498
Otu00054,0.1281895765772219,0.09945961794719713,0.15481136973887516
Otu00006,0.1276118045351068,0.10162858353339449,0.15218653809397684
Otu00137,0.1275670139229219,0.09042462046793139,0.15860365408800095
Otu00114,0.1258741057737844,0.10253936636010524,0.1593296014147481
Otu00077,0.12365830495930355,0.09437564067184576,0.14241072475545666
Otu00009,0.12227847711625199,0.09923383096669063,0.14277581975701403
Otu01061,0.12037337233888092,0.09674338189114956,0.15926079270932086
Otu00003,0.11994924202833361,0.10541029651634821,0.14081780845545896
Otu00140,0.11643652698131578,0.09164461326669461,0.14979729243770254
Otu00130,0.11352617066498387,0.08968928790102568,0.13916135282653658
Otu00181,0.11338115432172897,0.0975983064627126,0.13917233480740626
Otu00022,0.11337632625243263,0.08828158101701736,0.13518850481948774
Otu00064,0.11203968279791027,0.09581832230468582,0.13795124147385102
Otu00028,0.1098857198150573,0.09154883787719525,0.13368842229165206
Otu00095,0.1097354885587723,0.0929613227681626,0.13221395753475665
Otu00044,0.10834987467183191,0.08503218833213577,0.12173012663700791
Otu00050,0.1079385696158888,0.08678302082018843,0.13304694761500963
Otu00070,0.10659085844438888,0.08420508808938003,0.1242233957017273
Otu00025,0.10544209967973209,0.0766934120119202,0.12564197986273334
Otu00243,0.10320700396004254,0.08554482419339093,0.12859287093963942
Otu00670,0.10313161328388534,0.07893969927539435,0.131361279758958
Otu00097,0.10261857704273258,0.08248203844011882,0.11943961910022939
Otu00052,0.10261329955656165,0.07840747615073308,0.12338322985552355
Otu00087,0.10201332525021448,0.08469085057757679,0.1363264384579518
Otu00027,0.10004893602669619,0.08201755280256713,0.12789140129872303
Otu00820,0.0995704005340459,0.07893686225512306,0.12246496866322934
Otu00008,0.09902163444489592,0.07870109096856027,0.11391823708830924
Otu00067,0.09893970966695205,0.0848738151090258,0.11812555969840959
Otu00260,0.09787928329005255,0.0730686975824973,0.1230041150080261
Otu00585,0.09673312296478809,0.07722117907746587,0.11721128090997415
Otu00117,0.09485574200508681,0.07190418881005385,0.11134500470047477
Otu00049,0.0944065124911895,0.08158076116234628,0.11085866781193982
Otu00083,0.09215992011132114,0.07454677190484707,0.11041013210445652
Otu00034,0.09075448940288415,0.06650482147405656,0.10617780776599386
Otu00017,0.08980840832886147,0.07260431453715241,0.10561150659401523
Otu00472,0.08904735533712829,0.06362961095466925,0.11957457987155526
Otu00019,0.08870653982524655,0.06989026992997843,0.10882846359375548
Otu00283,0.08838048620819676,0.06944736183409744,0.10346599124856408
Otu00014,0.08732580650521013,0.06917741463561793,0.10629113348748398
Otu00380,0.08623071535874977,0.06740085599372711,0.10657286244616349
Otu00120,0.08581673255058392,0.0646016844714029,0.10569216977554374
Otu00352,0.08553173300802033,0.06466388941361245,0.1032240468488031
Otu00002,0.0854579703530946,0.06918793596301383,0.09892364342122459
Otu00092,0.08541175544274932,0.06465078017829576,0.10219582971483532
Otu00135,0.08528105798040936,0.0613943239169806,0.1074207431793684
Otu00143,0.08442518483372326,0.06787846176180384,0.10502118623881276
Otu00619,0.08391835583926198,0.06553558904199322,0.09965261645599219
Otu00229,0.08371283584219369,0.0650406966980903,0.09803817596040643
Otu00517,0.08364045353850247,0.0631404788103691,0.10534036564532703
Otu00012,0.08329221373641801,0.062317951379729425,0.10011603193628678
Otu00165,0.08312250834001432,0.0642502072688224,0.09777605469745342
Otu00090,0.08282525672577418,0.05719299972222543,0.10284600431793131
Otu00013,0.08249510631747967,0.060521395686603134,0.10629811741990686
Otu00738,0.08235051376283306,0.06419832480032377,0.10860297960960855
Otu00023,0.08164789184657728,0.06468253285027892,0.10243742487023166
Otu00166,0.08066010038503534,0.0657197230646076,0.10053645359233362
Otu00219,0.0805488558344517,0.06008085119856085,0.1059939591627217
Otu00292,0.08015653477364754,0.06598000145020677,0.10096785949027845
Otu00525,0.07965480277318585,0.06598978557324683,0.10599503639672107
Otu00375,0.07955353363599814,0.06683665388073973,0.09603830125968431
Otu00293,0.0794524801919389,0.06357739041217596,0.10095386719187335
Otu00190,0.07916880195475191,0.06444814904050603,0.09938060729861123
Otu00194,0.0790523408473768,0.06363548228167823,0.09088831204409231
Otu00157,0.07812583834630389,0.05856152061598702,0.10257484774236016
Otu00043,0.07752581422658,0.06148323147897239,0.09612568926122728
Otu00154,0.07581486714880184,0.05266463975475054,0.08814283756757464
Otu00073,0.07568431802236475,0.059409697319077526,0.09377669392953325
Otu00041,0.07527583704195229,0.05722947517161622,0.09347647697028799
Otu00042,0.07501708321386376,0.0570408683338947,0.09271252445821562
Otu00153,0.07468898417065202,0.06243167012697965,0.09141120074434952
Otu00115,0.07390862086255098,0.056478351738856666,0.09461208591715035
Otu00198,0.07274633490966342,0.05771518637962683,0.09183172031698048
Otu00051,0.07234061177720313,0.05800862582666062,0.09077383019537062
Otu00035,0.07229841532845444,0.05256361060626136,0.08297210829310742
Otu00388,0.07220591197108753,0.05892217483790656,0.08863489174765467
Otu00420,0.07198013666872052,0.05540961746873065,0.088116688813244
Otu00489,0.07153811106918431,0.05566949887811416,0.08340191319354054
Otu00016,0.07140627947103184,0.05873992667907408,0.08898493517103341
Otu00160,0.07139503041644782,0.053235113622584575,0.08700826563521427
Otu00101,0.0710172197660576,0.04976783815936084,0.08530662209770708
Otu00139,0.07048155148906002,0.05844354753768203,0.08795788504756225
Otu00221,0.07024095217532288,0.05578199463240199,0.08512922661623858
Otu00128,0.0696653513093975,0.050204489378099924,0.08409795057813611
Otu00342,0.06914547433845455,0.05283997755932354,0.08720721544907427
Otu00104,0.0688571584127335,0.06120348735053695,0.08356820895508779
Otu00233,0.06826551492123198,0.05508003196446802,0.08333448072097188
Otu00055,0.06809788145159149,0.05049401505912049,0.08589191571013396
Otu00099,0.06789964163253587,0.04869219879419633,0.07863365654022865
Otu00015,0.06741619761395906,0.053943914693123825,0.08410360420754645
Otu00058,0.06695508308697284,0.05274147681778356,0.08604616145733603
Otu01415,0.06679567575903507,0.04805717143980526,0.08208392901539542
