"act_mean_auc","act_sd_auc","rand_mean_auc","rand_sd_auc","pvalue","study"
0.76825,0.0731457560449338,0.636166666666667,0.073351887765979,1.41354145629568e-27,"burns"
0.967662593984962,0.00509345602466479,0.539366123642439,0.0268453742922183,2.11703692462755e-127,"flemer"
0.66425,0.106081193889255,0.2375,0.122963203825167,8.37378384608442e-66,"chen"
0.678468537414966,0.0262587614266103,0.45581037414966,0.0548777028658144,3.27432667629355e-74,"sana"
