"study","auc","pvalue","BH"
"burns","0.441666666666667","0.685753549446829","0.767633581481371"
"flemer","0.643844984802432","0.381849747647683","0.767633581481371"
"sana","0.472488038277512","0.767633581481371","0.767633581481371"
"chen","0.518518518518518",NA,NA
