"study","auc","pvalue","BH"
"wang",0.610830745341615,0.113328393815381,0.339985181446142
"weir",0.732142857142857,0.93236994636821,1
"ahn",0.718668265039233,1,1
"zeller",0.72609756097561,0.90729643692113,1
"baxter",0.515818798449612,3.76491417713271e-05,0.000225894850627962
"hale",0.708680512374083,0.909127300741616,1
