"study","auc","pvalue","BH"
"wang",0.603843167701863,0.897069852230067,1
"weir",0.75,0.364094682730272,1
"ahn",0.60314952048823,0.893655622085361,1
"zeller",0.555365853658537,0.7274357482853,1
"baxter",0.530765503875969,0.497997003699818,1
"hale",0.591095634871285,1,1
