"sens","spec","auc","study"
1,0,0.552702702702703,"zeller"
1,0.02,0.552702702702703,"zeller"
0.972972972972973,0.14,0.552702702702703,"zeller"
0.945945945945946,0.16,0.552702702702703,"zeller"
0.108108108108108,0.9,0.552702702702703,"zeller"
0.108108108108108,0.92,0.552702702702703,"zeller"
0.0810810810810811,0.92,0.552702702702703,"zeller"
0.0810810810810811,0.94,0.552702702702703,"zeller"
0.027027027027027,0.94,0.552702702702703,"zeller"
0.027027027027027,0.96,0.552702702702703,"zeller"
0.027027027027027,0.98,0.552702702702703,"zeller"
0,1,0.552702702702703,"zeller"
1,0,0.527807141179234,"baxter"
0.95959595959596,0.0232558139534884,0.527807141179234,"baxter"
0.94949494949495,0.0348837209302326,0.527807141179234,"baxter"
0.944444444444444,0.0348837209302326,0.527807141179234,"baxter"
0.944444444444444,0.0406976744186047,0.527807141179234,"baxter"
0.934343434343434,0.0697674418604651,0.527807141179234,"baxter"
0.929292929292929,0.0697674418604651,0.527807141179234,"baxter"
0.429292929292929,0.616279069767442,0.527807141179234,"baxter"
0.424242424242424,0.616279069767442,0.527807141179234,"baxter"
0.414141414141414,0.627906976744186,0.527807141179234,"baxter"
0.414141414141414,0.633720930232558,0.527807141179234,"baxter"
0.414141414141414,0.63953488372093,0.527807141179234,"baxter"
0.414141414141414,0.651162790697674,0.527807141179234,"baxter"
0.409090909090909,0.651162790697674,0.527807141179234,"baxter"
0.303030303030303,0.744186046511628,0.527807141179234,"baxter"
0.272727272727273,0.784883720930233,0.527807141179234,"baxter"
0.267676767676768,0.784883720930233,0.527807141179234,"baxter"
0.262626262626263,0.790697674418605,0.527807141179234,"baxter"
0.257575757575758,0.790697674418605,0.527807141179234,"baxter"
0.242424242424242,0.796511627906977,0.527807141179234,"baxter"
0.237373737373737,0.802325581395349,0.527807141179234,"baxter"
0.232323232323232,0.802325581395349,0.527807141179234,"baxter"
0.232323232323232,0.808139534883721,0.527807141179234,"baxter"
0.232323232323232,0.813953488372093,0.527807141179234,"baxter"
0.227272727272727,0.813953488372093,0.527807141179234,"baxter"
0.222222222222222,0.825581395348837,0.527807141179234,"baxter"
0.222222222222222,0.831395348837209,0.527807141179234,"baxter"
0.217171717171717,0.831395348837209,0.527807141179234,"baxter"
0.217171717171717,0.837209302325581,0.527807141179234,"baxter"
0.212121212121212,0.837209302325581,0.527807141179234,"baxter"
0.202020202020202,0.843023255813954,0.527807141179234,"baxter"
0.202020202020202,0.848837209302326,0.527807141179234,"baxter"
0.196969696969697,0.854651162790698,0.527807141179234,"baxter"
0.191919191919192,0.854651162790698,0.527807141179234,"baxter"
0.0909090909090909,0.930232558139535,0.527807141179234,"baxter"
0.0555555555555556,0.965116279069767,0.527807141179234,"baxter"
0.0555555555555556,0.970930232558139,0.527807141179234,"baxter"
0.0353535353535354,0.988372093023256,0.527807141179234,"baxter"
0.0303030303030303,1,0.527807141179234,"baxter"
0.0252525252525253,1,0.527807141179234,"baxter"
0.0202020202020202,1,0.527807141179234,"baxter"
0.0151515151515152,1,0.527807141179234,"baxter"
0.0101010101010101,1,0.527807141179234,"baxter"
0.00505050505050505,1,0.527807141179234,"baxter"
0,1,0.527807141179234,"baxter"
1,0,0.499688802829424,"hale"
0.0420560747663551,0.957716701902748,0.499688802829424,"hale"
0.0327102803738318,0.957716701902748,0.499688802829424,"hale"
0.014018691588785,0.980972515856237,0.499688802829424,"hale"
0.00467289719626168,0.995771670190275,0.499688802829424,"hale"
0,1,0.499688802829424,"hale"
1,0,0.666666666666667,"brim"
0.833333333333333,0,0.666666666666667,"brim"
0.666666666666667,0,0.666666666666667,"brim"
0.666666666666667,0.166666666666667,0.666666666666667,"brim"
0.666666666666667,0.333333333333333,0.666666666666667,"brim"
0.666666666666667,0.5,0.666666666666667,"brim"
0.666666666666667,0.666666666666667,0.666666666666667,"brim"
0.666666666666667,0.833333333333333,0.666666666666667,"brim"
0.666666666666667,1,0.666666666666667,"brim"
0.5,1,0.666666666666667,"brim"
0.333333333333333,1,0.666666666666667,"brim"
0.166666666666667,1,0.666666666666667,"brim"
0,1,0.666666666666667,"brim"
