"otu","mda_median","iqr25","iqr75"
"Ruminococcus",5.66889354709586,5.66889354709586,5.66889354709586
"Clostridium_XlVb",5.01028135304133,5.01028135304133,5.01028135304133
"Escherichia.Shigella",4.48500885060869,4.48500885060869,4.48500885060869
"Clostridium_XlVa",4.3402973981936,4.3402973981936,4.3402973981936
"Prevotella",4.29843251731291,4.29843251731291,4.29843251731291
"Flavonifractor",4.29529443562657,4.29529443562657,4.29529443562657
"Clostridium_IV",4.26544255014846,4.26544255014846,4.26544255014846
"Odoribacter",4.24486427268618,4.24486427268618,4.24486427268618
"Lactococcus",4.12577851578322,4.12577851578322,4.12577851578322
"Akkermansia",3.82822664980735,3.82822664980735,3.82822664980735
"Blautia",3.81805523110706,3.81805523110706,3.81805523110706
"Faecalibacterium",3.81666916923596,3.81666916923596,3.81666916923596
"Clostridium_XI",3.7981701969222,3.7981701969222,3.7981701969222
"Bacteroides",3.70821964833817,3.70821964833817,3.70821964833817
"Dorea",3.69235166065757,3.69235166065757,3.69235166065757
"Barnesiella",3.6610372698278,3.6610372698278,3.6610372698278
"Roseburia",3.628280958947,3.628280958947,3.628280958947
"Collinsella",3.57755224904386,3.57755224904386,3.57755224904386
"Streptococcus",3.54124907201351,3.54124907201351,3.54124907201351
"Actinomyces",3.49500889637895,3.49500889637895,3.49500889637895
"Parabacteroides",3.45764588029142,3.45764588029142,3.45764588029142
"Phascolarctobacterium",3.42771899563141,3.42771899563141,3.42771899563141
"Alistipes",3.37751649554284,3.37751649554284,3.37751649554284
"Clostridium_XVIII",3.31752253176942,3.31752253176942,3.31752253176942
"Bifidobacterium",3.27944602650964,3.27944602650964,3.27944602650964
"Veillonella",3.27843854099341,3.27843854099341,3.27843854099341
"Holdemania",3.2547936892485,3.2547936892485,3.2547936892485
"Oscillibacter",3.25015302960159,3.25015302960159,3.25015302960159
"Rothia",3.2257554561733,3.2257554561733,3.2257554561733
"Clostridium_sensu_stricto",3.16374898076104,3.16374898076104,3.16374898076104
"Mogibacterium",3.16106797527634,3.16106797527634,3.16106797527634
"Enterococcus",3.07523860010014,3.07523860010014,3.07523860010014
"Dialister",3.06613725692976,3.06613725692976,3.06613725692976
"Turicibacter",3.04975089893047,3.04975089893047,3.04975089893047
"Lactobacillus",3.0409927571322,3.0409927571322,3.0409927571322
"Anaerofustis",2.87607185398815,2.87607185398815,2.87607185398815
"Eubacterium",2.87065030559291,2.87065030559291,2.87065030559291
"Butyricicoccus",2.83517763618858,2.83517763618858,2.83517763618858
"Parasutterella",2.8195121493912,2.8195121493912,2.8195121493912
"Eggerthella",2.77776958601707,2.77776958601707,2.77776958601707
"Butyricimonas",2.67829416471064,2.67829416471064,2.67829416471064
"Bilophila",2.43028824891713,2.43028824891713,2.43028824891713
"Porphyromonas",2.33081880703503,2.33081880703503,2.33081880703503
"Corynebacterium",2.30808813010749,2.30808813010749,2.30808813010749
"Desulfovibrio",2.28446708368078,2.28446708368078,2.28446708368078
"Slackia",2.22977711449897,2.22977711449897,2.22977711449897
"Coprobacillus",1.98816892442773,1.98816892442773,1.98816892442773
"Acidaminococcus",1.96804790519957,1.96804790519957,1.96804790519957
"Paraprevotella",1.90619137348761,1.90619137348761,1.90619137348761
"Pseudoflavonifractor",1.88040513216921,1.88040513216921,1.88040513216921
"Anaerotruncus",1.8713993801984,1.8713993801984,1.8713993801984
"Megasphaera",1.5718528974361,1.5718528974361,1.5718528974361
"Cloacibacillus",1.47041133369063,1.47041133369063,1.47041133369063
"Howardella",1.34717457807311,1.34717457807311,1.34717457807311
"Atopobium",1.34191478753892,1.34191478753892,1.34191478753892
"Fusobacterium",1.32204240421159,1.32204240421159,1.32204240421159
"Sutterella",1.29598780998723,1.29598780998723,1.29598780998723
"Parvimonas",1.14185557307953,1.14185557307953,1.14185557307953
"Catenibacterium",0.997876577625689,0.997876577625689,0.997876577625689
"Campylobacter",0.956928317488314,0.956928317488314,0.956928317488314
"Finegoldia",0.833440171054999,0.833440171054999,0.833440171054999
"Anaerococcus",0.826969671317574,0.826969671317574,0.826969671317574
"Pyramidobacter",0.746713075871043,0.746713075871043,0.746713075871043
"Peptostreptococcus",0.681620398402091,0.681620398402091,0.681620398402091
"Allisonella",0.605736495280834,0.605736495280834,0.605736495280834
"Mitsuokella",0.209696307620075,0.209696307620075,0.209696307620075
"Granulicatella",0.142044145242992,0.142044145242992,0.142044145242992
"Sphingobacterium",0.0693697031145092,0.0693697031145092,0.0693697031145092
"Sedimentibacter",0.0527311174967629,0.0527311174967629,0.0527311174967629
"Propionibacterium",0.0318842427130767,0.0318842427130767,0.0318842427130767
"Arcobacter",0.0200071494019471,0.0200071494019471,0.0200071494019471
"Cloacibacterium",0.0193354868047999,0.0193354868047999,0.0193354868047999
"Haemophilus",0.0137464165464165,0.0137464165464165,0.0137464165464165
"Novosphingobium",0.00392982456140351,0.00392982456140351,0.00392982456140351
