"study","auc","pvalue","BH"
"brim",0.75,1,1
"zeller",0.545135135135135,0.213346113225101,0.284461484300134
"baxter",0.500088090204369,0.100089685826471,0.284461484300134
"hale",0.529440240263974,0.143374672631711,0.284461484300134
