otu,mda_median,iqr25,iqr75
Otu00011,2.6127124856505457,2.5087261194861967,2.7333076446111564
Otu00006,2.143064951787153,2.0621862672509654,2.2450436569320003
Otu00032,1.8610135882518353,1.7382917086048915,1.97179661444592
Otu00012,1.8101128184193294,1.7061648242556284,1.8970435576675757
Otu00003,1.8048222929737414,1.7234887566907946,1.8998777567450553
Otu00008,1.7577756554302406,1.6791993523525974,1.8465637993765942
Otu00002,1.4147145817686404,1.324552103377215,1.468708027277113
Otu00017,1.3067333943057169,1.2394314104099369,1.3647987516634972
Otu00001,1.249638793642868,1.161979994750953,1.3137402283006574
Otu00004,1.235137158966137,1.1618551394272785,1.30161475180767
Otu00021,1.0882479487051109,1.0121808388311684,1.1523483555965088
Otu00009,0.9574861145659314,0.8956431019729111,1.017614836945158
Otu00022,0.9496249442325438,0.8742921071506919,0.9967091968789691
Otu00005,0.9238455017701988,0.8704650762659226,0.975382317091831
Otu00139,0.9011737567234965,0.8377153011236174,0.9645576824959881
Otu00040,0.8962746403882229,0.8349894307109726,0.9445331260041019
Otu00050,0.8579434669608474,0.7967807528412352,0.9294970932353178
Otu00010,0.8574895521716394,0.7858712298280702,0.8928498013739727
Otu00007,0.8454356502096887,0.7938660534571234,0.898874045568121
Otu00060,0.7692103339355207,0.7141521282990784,0.8176783372813297
Otu00014,0.7515896873692318,0.7035324776247673,0.7922571351534997
Otu00013,0.7367166984828186,0.6781277140644011,0.7877398225340275
Otu00016,0.73397052143769,0.6846216329213041,0.7763672893954562
Otu00128,0.732284265321002,0.6646063011999231,0.7975771065986759
Otu00047,0.6752800965934126,0.6272207369773513,0.7225738591556701
Otu00019,0.6722676614637838,0.618067116720094,0.7311901913295804
Otu00038,0.6719210529349913,0.6351296341713518,0.7143873403868082
Otu00043,0.6542686950102339,0.5964932466126663,0.6980014688467747
Otu00099,0.6400247117318674,0.5841161753936782,0.6952791699814047
Otu00031,0.6373683779822161,0.5858504534048583,0.6938485131351995
Otu00042,0.6038585113447202,0.556980053301308,0.6552879113292918
Otu00085,0.6034227127026627,0.5505004068329555,0.6565782706872952
Otu00051,0.600713582859322,0.5524257283015854,0.6437661100846609
Otu00041,0.5985215443609722,0.5557773431196489,0.6432825413677599
Otu00056,0.5938475856372756,0.5631841634852178,0.6418278220223663
Otu00044,0.589308029179864,0.5505537153035651,0.6508456943906192
Otu00080,0.5829503885175373,0.5221841399721922,0.6460273714577792
