"median_w_person","q25_w_person.25%","q75_w_person.75%","median_bw_group","q25_bw_group.25%","q75_bw_group.75%","pvalue","study","bh"
0.615162,0.293516,0.851372,0.9047755,0.80716325,0.951303,0.000945990886829415,"dejea",0.00141898633024412
0.594177,0.4973195,0.728828,0.995212,0.98454475,0.99841025,2.11613239022621e-05,"geng",6.34839717067863e-05
0.895561,0.8358105,0.9356485,0.993192,0.9586535,0.9944015,0.2,"burns",0.2
