"study","auc","pvalue","BH"
"wang","0.710015527950311","0.874818044285674","0.874818044285674"
"ahn","0.556669572798605","0.539899357889952","0.874818044285674"
"zeller","0.784878048780488","0.600900027228898","0.874818044285674"
"baxter","0.640043604651163","0.84982663796658","0.874818044285674"
"hale","0.588794926004228","0.659273056934138","0.874818044285674"
"flemer","0.617221873035827","0.761578667140954","0.874818044285674"
"weir","0.678571428571429",NA,NA
