"study","auc","pvalue","BH"
"flemer","0.626785714285714","0.767514537977754","0.896731118671082"
"chen","0.641975308641975","0.896731118671082","0.896731118671082"
"sana","0.609649122807018","0.691749484159008","0.896731118671082"
"burns","0.666666666666667",NA,NA
