"measure","study","high_N","high_Y","low_N","low_Y"
"shannon","flemer",54,16,49,21
"shannon","lu",15,5,5,15
"shannon","sana",17,18,21,15
"shannoneven","flemer",55,15,48,22
"shannoneven","lu",15,5,5,15
"shannoneven","sana",16,19,22,14
"sobs","flemer",55,15,48,22
"sobs","lu",12,8,8,12
"sobs","sana",17,18,21,15
