"study","auc","pvalue","BH"
"zeller","0.477027027027027","0.596099855727387","0.786086341348276"
"baxter","0.477962767206953","0.581815607932565","0.786086341348276"
"hale","0.5311098377823","0.786086341348276","0.786086341348276"
"brim","0.583333333333333",NA,NA
