"study","auc","pvalue","BH"
"burns","0.554166666666667","0.447012577305718","0.447012577305718"
"chen","0.611111111111111","0.296976914713944","0.445465372070915"
"flemer","0.57226443768997","0.135854990777218","0.407564972331654"
"sana","0.446570972886762",NA,NA
