"study","auc","pvalue","BH"
"wang",0.756017080745342,0.755205897543312,0.906247077051974
"weir",0.964285714285714,0.00839168435476085,0.0251750530642826
"ahn",0.690714908456844,0.159772057936383,0.239658086904574
"zeller",0.778048780487805,1,1
"baxter",0.693507751937985,0.152553993307919,0.239658086904574
"hale",0.519649297351076,0.00359916156899309,0.0215949694139586
