"study","auc","pvalue","BH"
"brim","0.527777777777778","0.986607429245386","0.986607429245386"
"zeller","0.561351351351351","0.648430088285047","0.972645132427571"
"baxter","0.513257575757576","0.643337246752257","0.972645132427571"
"hale","0.530744304597815",NA,NA
