"sens","spec","type","roc_type","study"
1,0,"actual_mod","best","wang"
0.847826086956522,0.125,"actual_mod","best","wang"
0.847826086956522,0.25,"actual_mod","best","wang"
0.847826086956522,0.267857142857143,"actual_mod","best","wang"
0.847826086956522,0.464285714285714,"actual_mod","best","wang"
0.782608695652174,0.517857142857143,"actual_mod","best","wang"
0.695652173913043,0.642857142857143,"actual_mod","best","wang"
0.543478260869565,0.642857142857143,"actual_mod","best","wang"
0.521739130434783,0.660714285714286,"actual_mod","best","wang"
0.478260869565217,0.696428571428571,"actual_mod","best","wang"
0.456521739130435,0.696428571428571,"actual_mod","best","wang"
0.434782608695652,0.696428571428571,"actual_mod","best","wang"
0.41304347826087,0.696428571428571,"actual_mod","best","wang"
0.41304347826087,0.714285714285714,"actual_mod","best","wang"
0.41304347826087,0.732142857142857,"actual_mod","best","wang"
0.391304347826087,0.732142857142857,"actual_mod","best","wang"
0.347826086956522,0.732142857142857,"actual_mod","best","wang"
0.347826086956522,0.75,"actual_mod","best","wang"
0.347826086956522,0.767857142857143,"actual_mod","best","wang"
0.326086956521739,0.767857142857143,"actual_mod","best","wang"
0.304347826086957,0.767857142857143,"actual_mod","best","wang"
0.304347826086957,0.785714285714286,"actual_mod","best","wang"
0.304347826086957,0.803571428571429,"actual_mod","best","wang"
0.304347826086957,0.821428571428571,"actual_mod","best","wang"
0.282608695652174,0.821428571428571,"actual_mod","best","wang"
0.282608695652174,0.839285714285714,"actual_mod","best","wang"
0.260869565217391,0.839285714285714,"actual_mod","best","wang"
0.260869565217391,0.857142857142857,"actual_mod","best","wang"
0.260869565217391,0.892857142857143,"actual_mod","best","wang"
0.239130434782609,0.892857142857143,"actual_mod","best","wang"
0.239130434782609,0.910714285714286,"actual_mod","best","wang"
0.217391304347826,0.910714285714286,"actual_mod","best","wang"
0.217391304347826,0.928571428571429,"actual_mod","best","wang"
0.195652173913043,0.928571428571429,"actual_mod","best","wang"
0.173913043478261,0.928571428571429,"actual_mod","best","wang"
0.130434782608696,0.928571428571429,"actual_mod","best","wang"
0.108695652173913,0.928571428571429,"actual_mod","best","wang"
0.108695652173913,0.946428571428571,"actual_mod","best","wang"
0.108695652173913,0.964285714285714,"actual_mod","best","wang"
0.0652173913043478,0.964285714285714,"actual_mod","best","wang"
0.0652173913043478,0.982142857142857,"actual_mod","best","wang"
0.0652173913043478,1,"actual_mod","best","wang"
0.0434782608695652,1,"actual_mod","best","wang"
0.0217391304347826,1,"actual_mod","best","wang"
0,1,"actual_mod","best","wang"
1,0,"actual_mod","worst","wang"
1,0.125,"actual_mod","worst","wang"
1,0.142857142857143,"actual_mod","worst","wang"
0.91304347826087,0.160714285714286,"actual_mod","worst","wang"
0.760869565217391,0.25,"actual_mod","worst","wang"
0.58695652173913,0.321428571428571,"actual_mod","worst","wang"
0.58695652173913,0.553571428571429,"actual_mod","worst","wang"
0.58695652173913,0.571428571428571,"actual_mod","worst","wang"
0.521739130434783,0.571428571428571,"actual_mod","worst","wang"
0.5,0.571428571428571,"actual_mod","worst","wang"
0.5,0.678571428571429,"actual_mod","worst","wang"
0.478260869565217,0.678571428571429,"actual_mod","worst","wang"
0.478260869565217,0.696428571428571,"actual_mod","worst","wang"
