"median_w_person","q25_w_person.25%","q75_w_person.75%","median_bw_group","q25_bw_group.25%","q75_bw_group.75%","pvalue","study","bh"
0.821028,0.79318,0.831303,0.542884,0.537113,0.573151,0.1,"lu",0.1
