"study","auc","pvalue","BH"
"wang",0.726125776397516,0.68988574560198,0.965840043842771
"weir",0.714285714285714,0.846561288388325,0.987654836453046
"ahn",0.523648648648649,6.23361905858349e-05,0.000436353334100844
"zeller",0.78609756097561,0.52407675700244,0.91713432475427
"baxter",0.749612403100775,1,1
"hale",0.499875637358537,0.00020429205843673,0.000715022204528553
"flemer",0.584223758642363,0.020282215750427,0.0473251700843297
