"study","auc","pvalue","BH"
"brim",0.708333333333333,0.245373828588947,0.576188800304372
"zeller",0.577297297297297,0.288094400152186,0.576188800304372
"baxter",0.521288466055908,0.713510931886571,0.951347909182094
"hale",0.507182233111379,1,1
