otu,mda_median,iqr25,iqr75,phylum,family,genus,study
Otu0143,0.022661111111111115,0.013432142857142854,0.02911944444444444,Actinobacteria,Actinomycetales,Actinomycetales,brim
Otu0073,0.02230952380952381,0.011825757575757573,0.030294444444444443,Firmicutes,Clostridiales,Clostridiales,brim
Otu0035,0.02225,0.012631746031746032,0.031610317460317464,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0115,0.022144444444444442,0.014342857142857142,0.03168809523809523,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0019,0.022044444444444443,0.01633333333333333,0.030879365079365076,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0072,0.0219515873015873,0.012631313131313129,0.03060753968253968,Bacteroidetes,Rikenellaceae,Alistipes,brim
Otu0344,0.021894444444444442,0.013805303030303029,0.032279761904761894,Firmicutes,Ruminococcaceae,Clostridium_IV,brim
Otu0011,0.021526190476190477,0.014773809523809524,0.02771785714285714,Bacteroidetes,Rikenellaceae,Alistipes,brim
Otu0050,0.021088888888888886,0.012261904761904759,0.0296281746031746,Bacteroidetes,Porphyromonadaceae,Barnesiella,brim
Otu0045,0.020823015873015868,0.012166666666666666,0.030455555555555555,Firmicutes,Veillonellaceae,Dialister,brim
Otu0489,0.02069285714285714,0.012681349206349203,0.029070238095238093,Firmicutes,Lachnospiraceae,Roseburia,brim
Otu0060,0.02040310245310245,0.011448809523809523,0.030602380952380954,Firmicutes,Veillonellaceae,Veillonella,brim
Otu0589,0.019795959595959596,0.011599206349206349,0.026994047619047612,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0123,0.019430158730158728,0.012517857142857143,0.030082142857142856,Firmicutes,Clostridiales,Clostridiales,brim
Otu0054,0.019389682539682537,0.013970129870129869,0.029274891774891773,Firmicutes,Ruminococcaceae,Oscillibacter,brim
Otu0178,0.019369047619047612,0.011319444444444444,0.0250060606060606,Firmicutes,Clostridiales,Clostridiales,brim
Otu0040,0.019176118326118326,0.013220779220779223,0.02713968253968254,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0446,0.01904285714285714,0.012683333333333333,0.026299999999999997,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0007,0.018854473304473304,0.012694444444444444,0.02657539682539682,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0023,0.018792063492063492,0.010099999999999998,0.025276190476190473,Bacteroidetes,Prevotellaceae,Prevotellaceae,brim
Otu0451,0.018609523809523805,0.010144444444444446,0.02724404761904762,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0383,0.01854206349206349,0.010875,0.027979761904761903,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0211,0.01844177489177489,0.013970238095238091,0.026938888888888887,Firmicutes,Lachnospiraceae,Howardella,brim
Otu0004,0.018325396825396828,0.010497222222222222,0.026011111111111106,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0001,0.018119047619047618,0.010513095238095236,0.02622857142857143,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0529,0.018076190476190475,0.011433333333333334,0.02736190476190476,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0240,0.017772222222222224,0.009666666666666667,0.0276015873015873,Firmicutes,Firmicutes,Firmicutes,brim
Otu0268,0.017657936507936508,0.011184126984126984,0.02669365079365079,Bacteria,Bacteria,Bacteria,brim
Otu0020,0.01748939393939394,0.011161111111111108,0.025421428571428574,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0208,0.01748412698412698,0.010766666666666666,0.02339285714285714,Firmicutes,Ruminococcaceae,Oscillibacter,brim
Otu0106,0.017309523809523806,0.01157142857142857,0.026404761904761907,Firmicutes,Lachnospiraceae,Clostridium_XlVa,brim
Otu0257,0.01677308802308802,0.011666666666666664,0.024969047619047613,Firmicutes,Clostridiales,Clostridiales,brim
Otu0094,0.016713924963924966,0.008208333333333331,0.024842857142857146,Firmicutes,Clostridiales,Clostridiales,brim
Otu0129,0.01622222222222222,0.009069696969696967,0.02208892496392496,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0002,0.01575,0.009763888888888888,0.019293650793650793,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,brim
Otu0108,0.015405555555555554,0.008366666666666668,0.02314880952380952,Firmicutes,Erysipelotrichaceae,Erysipelothrix,brim
Otu0431,0.015359523809523806,0.00854220779220779,0.02283888888888888,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0071,0.014892857142857142,0.008589285714285712,0.024795202020202016,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0334,0.014801515151515152,0.006258333333333333,0.022314285714285707,Actinobacteria,Coriobacteriaceae,Coriobacteriaceae,brim
Otu0138,0.014755555555555553,0.008055555555555555,0.021822222222222222,Firmicutes,Clostridiales_Incertae_Sedis_XI,Parvimonas,brim
Otu0158,0.01440952380952381,0.009083333333333332,0.022124999999999995,Bacteria,Bacteria,Bacteria,brim
Otu0048,0.014281746031746027,0.008241666666666665,0.021484920634920635,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0063,0.014066666666666667,0.006272727272727274,0.021158730158730148,Bacteroidetes,Rikenellaceae,Alistipes,brim
Otu0116,0.013873809523809524,0.007377777777777777,0.02090912698412698,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0061,0.01378888888888889,0.007916666666666666,0.022634632034632035,Firmicutes,Lachnospiraceae,Clostridium_XlVa,brim
Otu0349,0.013742063492063491,0.006806349206349206,0.020680555555555553,Firmicutes,Clostridiales,Clostridiales,brim
Otu0029,0.01366190476190476,0.0076166666666666666,0.020223809523809522,Firmicutes,Ruminococcaceae,Ruminococcus,brim
Otu0453,0.013408730158730158,0.008152777777777776,0.022375396825396823,Bacteria,Bacteria,Bacteria,brim
Otu0059,0.01332936507936508,0.007452777777777778,0.018885714285714283,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0081,0.013325396825396824,0.008329365079365077,0.020242207792207784,Firmicutes,Leuconostocaceae,Weissella,brim
Otu0028,0.013091269841269841,0.008433333333333333,0.019916666666666666,Bacteroidetes,Rikenellaceae,Alistipes,brim
Otu0508,0.012952380952380951,0.007041666666666665,0.01931944444444444,Bacteria,Bacteria,Bacteria,brim
Otu0120,0.012944444444444444,0.008408333333333334,0.021111111111111115,Proteobacteria,Sutterellaceae,Parasutterella,brim
Otu0365,0.012819841269841271,0.006,0.0200297619047619,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0193,0.012685714285714283,0.007516666666666666,0.020098809523809526,Firmicutes,Streptococcaceae,Lactococcus,brim
Otu0165,0.012683333333333331,0.006455555555555555,0.016933333333333328,Firmicutes,Erysipelotrichaceae,Holdemania,brim
Otu0243,0.012325396825396824,0.008141666666666665,0.017960714285714288,Proteobacteria,Pasteurellaceae,Haemophilus,brim
Otu0148,0.012057142857142857,0.008815873015873017,0.018408730158730152,Firmicutes,Leuconostocaceae,Leuconostoc,brim
Otu0245,0.012016666666666669,0.006825,0.01805753968253968,Bacteria,Bacteria,Bacteria,brim
Otu0022,0.011966666666666667,0.006,0.016858333333333333,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0152,0.011842857142857141,0.005142857142857142,0.016269047619047617,Bacteria,Bacteria,Bacteria,brim
Otu0687,0.011827777777777777,0.006421428571428571,0.017680555555555554,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0202,0.011685714285714285,0.0059880952380952385,0.02019285714285714,Firmicutes,Erysipelotrichaceae,Solobacterium,brim
Otu0003,0.011666666666666665,0.005283333333333333,0.01780753968253968,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0133,0.011630952380952379,0.006,0.01909920634920635,Actinobacteria,Coriobacteriaceae,Collinsella,brim
Otu0086,0.011472222222222222,0.006,0.016409523809523808,Bacteria,Bacteria,Bacteria,brim
Otu0055,0.011246031746031743,0.005663492063492062,0.0159781746031746,Bacteroidetes,Porphyromonadaceae,Parabacteroides,brim
Otu0362,0.011134920634920636,0.004816666666666667,0.015074999999999998,Firmicutes,Clostridiales,Clostridiales,brim
Otu0137,0.011027777777777779,0.0052595238095238086,0.016348124098124098,Firmicutes,Ruminococcaceae,Clostridium_IV,brim
Otu0013,0.010944444444444444,0.006526984126984128,0.014488095238095237,Firmicutes,Lachnospiraceae,Roseburia,brim
Otu0274,0.010907936507936507,0.005399999999999999,0.018016666666666663,Firmicutes,Clostridiales,Clostridiales,brim
Otu0273,0.0108,0.0035888888888888897,0.01747619047619048,Proteobacteria,Comamonadaceae,Comamonadaceae,brim
Otu0025,0.010727777777777777,0.006655555555555557,0.016557142857142857,Firmicutes,Clostridiales,Clostridiales,brim
Otu0250,0.010674603174603173,0.005259523809523809,0.01746785714285714,Firmicutes,Streptococcaceae,Lactococcus,brim
Otu0469,0.010666666666666666,0.005333333333333333,0.0169,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0288,0.010622222222222224,0.006333333333333334,0.01671428571428571,Firmicutes,Clostridiales,Clostridiales,brim
Otu0036,0.01058888888888889,0.004275,0.016076984126984127,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0008,0.010588888888888887,0.005928571428571429,0.01572222222222222,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0716,0.010523809523809526,0.005825396825396824,0.01769484126984127,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0403,0.010412698412698412,0.005825396825396824,0.014666666666666666,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0168,0.010388888888888888,0.006,0.01635595238095238,Firmicutes,Ruminococcaceae,Anaerotruncus,brim
Otu0314,0.010305555555555554,0.006182539682539682,0.017219444444444443,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0220,0.010288888888888889,0.005166666666666666,0.015077380952380948,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0150,0.010228571428571429,0.006,0.017045238095238092,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0671,0.010015873015873016,0.006184523809523809,0.016441666666666667,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0056,0.009999999999999998,0.005225,0.016943650793650792,Firmicutes,Lachnospiraceae,Dorea,brim
Otu0162,0.009833333333333333,0.005416666666666666,0.015686904761904763,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0009,0.0098,0.003428571428571429,0.015628571428571426,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0114,0.009682539682539681,0.0054333333333333326,0.016314141414141413,Verrucomicrobia,Verrucomicrobiaceae,Akkermansia,brim
Otu0281,0.009579365079365078,0.005453463203463202,0.015973015873015868,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0317,0.009527777777777777,0.005561111111111112,0.014135606060606062,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0824,0.009522222222222224,0.0035416666666666665,0.015159920634920634,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0331,0.009512698412698414,0.0037333333333333324,0.016141666666666665,Firmicutes,Clostridiales,Clostridiales,brim
Otu0352,0.0092,0.003746031746031745,0.01549523809523809,Actinobacteria,Propionibacteriaceae,Propionibacterium,brim
Otu0038,0.009158730158730158,0.004157142857142858,0.014208333333333331,Firmicutes,Clostridiales,Clostridiales,brim
Otu0012,0.009155555555555556,0.0054333333333333326,0.015319444444444443,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0278,0.009078571428571427,0.004834126984126982,0.014974999999999999,Proteobacteria,Desulfovibrionaceae,Bilophila,brim
Otu0075,0.009048484848484847,0.0033714285714285717,0.01583690476190476,Proteobacteria,Enterobacteriaceae,Klebsiella,brim
Otu0535,0.009,0.004470238095238095,0.013302777777777776,Firmicutes,Clostridiales_Incertae_Sedis_XIII,Mogibacterium,brim
Otu0196,0.008975324675324674,0.004933333333333333,0.014199999999999999,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0583,0.008842857142857142,0.0034047619047619052,0.013557575757575756,Firmicutes,Enterococcaceae,Enterococcus,brim
Otu0425,0.008838888888888887,0.004,0.013869047619047618,Candidatus_Saccharibacteria,Candidatus_Saccharibacteria,Candidatus_Saccharibacteria,brim
Otu0184,0.008795093795093797,0.004470238095238095,0.015446428571428573,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0215,0.008719047619047618,0.004058333333333332,0.01288531746031746,Bacteria,Bacteria,Bacteria,brim
Otu0401,0.008714285714285716,0.005828571428571427,0.016669696969696966,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0263,0.008674603174603175,0.005333333333333333,0.01295436507936508,Firmicutes,Lachnospiraceae,Blautia,brim
Otu0591,0.008666666666666666,0.0035,0.015483333333333332,Firmicutes,Firmicutes,Firmicutes,brim
Otu0195,0.00861904761904762,0.0043749999999999995,0.01845,Firmicutes,Erysipelotrichaceae,Coprobacillus,brim
Otu0298,0.008619047619047618,0.003428571428571429,0.013978571428571427,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0323,0.008619047619047618,0.0047416666666666675,0.012174603174603173,Bacteria,Bacteria,Bacteria,brim
Otu0427,0.008513492063492063,0.0034047619047619052,0.01441111111111111,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0506,0.008507936507936508,0.0036000000000000016,0.012825396825396823,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0341,0.008476190476190474,0.0034047619047619052,0.01262142857142857,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,brim
Otu0649,0.008476190476190474,0.0039000000000000007,0.015099999999999999,Proteobacteria,Moraxellaceae,Enhydrobacter,brim
Otu0076,0.00844047619047619,0.004058333333333332,0.014424999999999999,Proteobacteria,Sutterellaceae,Parasutterella,brim
Otu0226,0.008295238095238093,0.003333333333333334,0.012342857142857142,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0183,0.008283333333333332,0.003043290043290043,0.013327777777777775,Bacteria,Bacteria,Bacteria,brim
Otu0241,0.008175396825396825,0.0034821428571428573,0.013569047619047618,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0252,0.008172222222222221,0.003333333333333334,0.012819444444444442,Firmicutes,Erysipelotrichaceae,Holdemania,brim
Otu0053,0.008166666666666666,0.0035238095238095237,0.014133333333333333,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0179,0.008166666666666666,0.004928571428571428,0.011793650793650792,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0300,0.008166666666666666,0.003875,0.013527777777777776,Bacteria,Bacteria,Bacteria,brim
Otu0565,0.008166666666666666,0.004200000000000001,0.014113095238095239,Firmicutes,Bacillales_Incertae_Sedis_XI,Gemella,brim
Otu0139,0.008095959595959594,0.0036888888888888883,0.012764682539682538,Firmicutes,Veillonellaceae,Veillonella,brim
Otu0111,0.00791904761904762,0.003575000000000001,0.012941666666666666,Firmicutes,Peptostreptococcaceae,Clostridium_XI,brim
Otu0161,0.007705555555555555,0.0030476190476190473,0.012626190476190477,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0154,0.007646031746031745,0.0032,0.011928571428571427,Firmicutes,Ruminococcaceae,Ruminococcus,brim
Otu0269,0.007633333333333334,0.0035,0.012343614718614717,Firmicutes,Clostridiales,Clostridiales,brim
Otu0232,0.007483333333333333,0.0031714285714285716,0.014297619047619045,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0568,0.007355555555555555,0.003428571428571429,0.011679761904761903,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0627,0.007300000000000001,0.0033000000000000004,0.014224999999999998,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0016,0.007288888888888888,0.0027500000000000007,0.012014285714285715,Synergistetes,Synergistaceae,Pyramidobacter,brim
Otu0510,0.0072388888888888885,0.0035555555555555553,0.013285714285714284,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0666,0.007111111111111109,0.0024841269841269836,0.011466666666666665,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0126,0.00709126984126984,0.0033000000000000004,0.012346320346320345,Firmicutes,Clostridiales,Clostridiales,brim
Otu0218,0.0070555555555555545,0.003249999999999999,0.011305555555555555,Firmicutes,Veillonellaceae,Anaeroglobus,brim
Otu0197,0.007022222222222222,0.0035555555555555553,0.013264393939393939,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0650,0.006866666666666668,0.0033000000000000004,0.011612626262626264,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,brim
Otu0169,0.006657142857142856,0.0025238095238095232,0.012574999999999998,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0419,0.006619047619047618,0.0033000000000000004,0.01048030303030303,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0067,0.006601587301587301,0.003428571428571429,0.01245,Proteobacteria,Enterobacteriaceae,Klebsiella,brim
Otu0718,0.006566666666666667,0.0034047619047619052,0.01171111111111111,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0689,0.006563492063492063,0.0024285714285714284,0.014166666666666666,Proteobacteria,Enterobacteriaceae,Escherichia/Shigella,brim
Otu0318,0.00651111111111111,0.0015,0.011025757575757572,Proteobacteria,Moraxellaceae,Acinetobacter,brim
Otu0185,0.0064666666666666674,0.003333333333333334,0.010822222222222223,Firmicutes,Ruminococcaceae,Faecalibacterium,brim
Otu0422,0.0064523809523809525,0.0026666666666666666,0.010801190476190475,Firmicutes,Streptococcaceae,Streptococcus,brim
Otu0166,0.0064444444444444445,0.002813888888888888,0.01241984126984127,Firmicutes,Clostridiaceae_,Clostridium_sensu_stricto,brim
Otu0228,0.006400000000000001,0.0025238095238095232,0.009966666666666667,Bacteria,Bacteria,Bacteria,brim
Otu0579,0.006222222222222221,0.003333333333333334,0.011161111111111111,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0118,0.006200000000000001,0.0025,0.01048452380952381,Proteobacteria,Enterobacteriaceae,Salmonella,brim
Otu0205,0.0061111111111111106,0.0026666666666666666,0.011942857142857142,Firmicutes,Ruminococcaceae,Anaerotruncus,brim
Otu0803,0.0061111111111111106,0.0035,0.010998809523809525,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0607,0.006087301587301586,0.0026666666666666666,0.009366666666666666,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0125,0.006,0.0034583333333333337,0.00973015873015873,Bacteroidetes,Bacteroidales,Bacteroidales,brim
Otu0175,0.006,0,0.011313888888888889,Firmicutes,Clostridiales,Clostridiales,brim
Otu0212,0.006,0,0.010624999999999997,Bacteria,Bacteria,Bacteria,brim
Otu0227,0.006,0.0016000000000000003,0.011009523809523806,Firmicutes,Clostridiales,Clostridiales,brim
Otu0290,0.006,0,0.012444444444444442,Bacteria,Bacteria,Bacteria,brim
Otu0294,0.006,0.0025714285714285713,0.00973939393939394,Firmicutes,Clostridiales,Clostridiales,brim
Otu0518,0.006,0,0.01122449494949495,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0526,0.006,0,0.009966666666666667,Firmicutes,Erysipelotrichaceae,Holdemania,brim
Otu0297,0.005976190476190475,0.0015,0.012214285714285712,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0330,0.005952380952380951,0.0026666666666666666,0.009723809523809523,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0337,0.005952380952380951,0,0.011666666666666664,Bacteria,Bacteria,Bacteria,brim
Otu0368,0.005952380952380951,0,0.010401082251082253,Firmicutes,Clostridiales,Clostridiales,brim
Otu0110,0.005909523809523809,0.003,0.011513095238095237,Bacteria,Bacteria,Bacteria,brim
Otu0149,0.005833333333333333,0,0.009114285714285714,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0254,0.005833333333333333,0.0015,0.009357142857142859,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0192,0.005723809523809523,0.001875,0.009405555555555556,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0291,0.005673809523809524,0.0029671717171717176,0.01322142857142857,Firmicutes,Enterococcaceae,Enterococcus,brim
Otu0555,0.005607936507936508,0.0025333333333333336,0.011375396825396823,Firmicutes,Lactobacillaceae,Lactobacillus,brim
Otu0400,0.005571428571428571,0.003161904761904762,0.010463095238095237,Firmicutes,Streptococcaceae,Streptococcaceae,brim
Otu0209,0.0054444444444444445,0.0018000000000000002,0.009126984126984126,Firmicutes,Clostridiales,Clostridiales,brim
Otu0391,0.0054444444444444445,0.0026666666666666666,0.009858333333333332,Firmicutes,Clostridiales,Clostridiales,brim
Otu0421,0.0054444444444444445,0,0.00841785714285714,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0476,0.0054444444444444445,0.002996825396825396,0.01056309523809524,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0564,0.0054444444444444445,0.0025333333333333336,0.011494444444444443,Firmicutes,Firmicutes,Firmicutes,brim
Otu0037,0.0054222222222222215,0,0.009766666666666667,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0864,0.0054222222222222215,0,0.00876190476190476,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,brim
Otu0389,0.0053999999999999986,0,0.008890873015873015,Bacteroidetes,Flavobacteriaceae,Chryseobacterium,brim
Otu0614,0.0053999999999999986,0,0.009048484848484849,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0354,0.005333333333333333,0,0.008933333333333331,Bacteria,Bacteria,Bacteria,brim
Otu0030,0.0053134920634920636,0.0026666666666666666,0.010666666666666666,Bacteroidetes,Rikenellaceae,Alistipes,brim
Otu0096,0.005079653679653678,0,0.008595238095238095,Bacteria,Bacteria,Bacteria,brim
Otu0230,0.004855555555555556,0,0.009741666666666668,Bacteria,Bacteria,Bacteria,brim
Otu0239,0.0048000000000000004,0,0.009198809523809524,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
Otu0395,0.0048000000000000004,0,0.008678571428571428,Bacteria,Bacteria,Bacteria,brim
Otu0542,0.00475,0,0.009047619047619047,Bacteria,Bacteria,Bacteria,brim
Otu0515,0.004625396825396826,0,0.008927777777777778,Firmicutes,Lachnospiraceae,Lachnospiraceae,brim
Otu0015,0.004619047619047618,0,0.00857150072150072,Firmicutes,Acidaminococcaceae,Phascolarctobacterium,brim
Otu0477,0.004533333333333334,0,0.008339285714285712,Bacteroidetes,Bacteroidaceae,Bacteroides,brim
Otu0210,0.004419047619047619,0,0.007968290043290043,Firmicutes,Clostridiales,Clostridiales,brim
Otu0074,0.004266666666666668,0,0.008166666666666666,Bacteria,Bacteria,Bacteria,brim
Otu0233,0.004266666666666668,0,0.008336363636363631,Firmicutes,Ruminococcaceae,Ruminococcaceae,brim
