"study","auc","pvalue","BH"
"wang",0.772127329192547,0.257506290254733,0.408467312177419
"weir",0.857142857142857,0.291497754985962,0.408467312177419
"ahn",0.566314298169137,0.0123179565560786,0.0862256958925499
"zeller",0.747560975609756,0.50372080996212,0.58767427828914
"baxter",0.703924418604651,1,1
"hale",0.632321850516105,0.291762365841014,0.408467312177419
"flemer",0.629792583280955,0.284177183026784,0.408467312177419
