"study","auc","pvalue","BH"
"wang",0.68264751552795,0.85668625194628,0.999467293937327
"weir",0.535714285714286,0.448916671812162,0.785604175671284
"ahn",0.618951612903226,0.275828840303034,0.785604175671284
"zeller",0.760975609756098,0.418874890051868,0.785604175671284
"baxter",0.681734496124031,0.821338403130487,0.999467293937327
"hale",0.614227086183311,0.360972628346101,0.785604175671284
"flemer",0.697045883092395,1,1
