"study","auc","pvalue","BH"
"brim","0.541666666666667","0.963660312761008","0.963660312761008"
"zeller","0.556216216216216","0.732998936676392","0.963660312761008"
"baxter","0.52200786939159","0.760629002291427","0.963660312761008"
"hale","0.533594475509277",NA,NA
